generation,s0d0,s0d1,s0d2,s0d3,s1d0,s1d1,s1d2,s1d3,s2d0,s2d1,s2d2,s2d3,s3d0,s3d1,s3d2,s3d3,s4d0,s4d1,s4d2,s4d3,s5d0,s5d1,s5d2,s5d3,jsd_sym0,jsd_sym1,jsd_sym2,jsd_sym3,jsd_sym4,jsd_sym5,trajectory_jsd,contrast_01,contrast_02,contrast_03,contrast_04,contrast_05,contrast_12,contrast_13,contrast_14,contrast_15,contrast_23,contrast_24,contrast_25,contrast_34,contrast_35,contrast_45
0,79156,31129,0,0,79098,24645,0,0,73610,23431,0,0,75214,25805,0,0,72834,25797,0,0,80377,25396,0,0,0.0014,0.0016,0.0024,0.0006,0.0018,0.0033,0.0000,0.0013,0.0011,0.0005,0.0003,0.0012,0.0000,0.0002,0.0004,0.0000,0.0001,0.0003,0.0000,0.0000,0.0002,0.0003
10,73457,33151,0,0,84661,42668,0,0,77206,35124,0,0,73025,35099,0,0,68531,28927,0,0,61175,30035,0,0,0.0087,0.0115,0.0148,0.0096,0.0095,0.0180,0.0030,0.0003,0.0000,0.0001,0.0001,0.0002,0.0003,0.0001,0.0008,0.0000,0.0001,0.0001,0.0002,0.0005,0.0000,0.0006
20,82352,27901,0,0,82318,31912,0,0,85326,29994,0,0,81116,28208,0,0,76590,26673,0,0,78585,28980,0,0,0.0051,0.0056,0.0115,0.0055,0.0029,0.0114,0.0019,0.0004,0.0000,0.0000,0.0000,0.0002,0.0002,0.0003,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0001,0.0001
30,81406,19165,0,0,105074,24488,0,0,108091,24645,0,0,85135,18554,0,0,87532,20297,0,0,89313,22048,0,0,0.0049,0.0049,0.0054,0.0037,0.0033,0.0070,0.0040,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0001,0.0001,0.0003,0.0001
40,66497,24717,0,0,108382,35091,0,0,84412,29141,0,0,84111,28057,0,0,80570,29323,0,0,78207,28006,0,0,0.0058,0.0111,0.0062,0.0071,0.0118,0.0025,0.0036,0.0005,0.0001,0.0003,0.0000,0.0000,0.0001,0.0000,0.0003,0.0002,0.0000,0.0001,0.0000,0.0002,0.0001,0.0000
50,68388,18820,0,0,91367,22704,0,0,104472,26599,0,0,84884,23886,0,0,106099,28285,0,0,84363,22692,0,0,0.0064,0.0033,0.0102,0.0010,0.0062,0.0033,0.0017,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0003,0.0001,0.0001,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000
60,65556,30412,0,0,80166,40726,0,0,71724,43639,0,0,70186,39580,0,0,89551,54805,0,0,62919,35398,0,0,0.0038,0.0034,0.0035,0.0055,0.0032,0.0018,0.0135,0.0002,0.0021,0.0011,0.0022,0.0010,0.0009,0.0003,0.0010,0.0003,0.0002,0.0000,0.0002,0.0002,0.0000,0.0002
70,76736,22825,0,0,96235,26447,0,0,98440,25613,0,0,87719,29093,0,0,127375,32661,0,0,71019,18322,0,0,0.0037,0.0037,0.0021,0.0026,0.0034,0.0029,0.0122,0.0001,0.0004,0.0003,0.0005,0.0004,0.0001,0.0008,0.0001,0.0001,0.0013,0.0000,0.0000,0.0014,0.0014,0.0000
80,77645,20663,0,0,96220,25123,0,0,102734,26167,0,0,94964,28608,0,0,113373,31978,0,0,65127,20786,0,0,0.0032,0.0033,0.0030,0.0047,0.0057,0.0036,0.0003,0.0000,0.0000,0.0003,0.0001,0.0007,0.0000,0.0004,0.0001,0.0009,0.0006,0.0002,0.0011,0.0001,0.0001,0.0003
90,88915,23303,0,0,88568,17716,0,0,103138,25237,0,0,101266,24736,0,0,124616,27417,0,0,76670,19022,0,0,0.0042,0.0010,0.0007,0.0024,0.0045,0.0017,0.0008,0.0014,0.0001,0.0001,0.0006,0.0001,0.0008,0.0007,0.0002,0.0009,0.0000,0.0002,0.0000,0.0002,0.0000,0.0003
100,80334,42321,0,0,63065,34305,0,0,74114,34765,0,0,75254,39317,0,0,104730,55908,0,0,72621,41588,0,0,0.0036,0.0025,0.0044,0.0034,0.0059,0.0027,0.0156,0.0000,0.0004,0.0000,0.0000,0.0002,0.0006,0.0000,0.0000,0.0001,0.0003,0.0005,0.0011,0.0000,0.0002,0.0001
110,84239,34577,0,0,70096,25037,0,0,83109,35357,0,0,90345,37836,0,0,103403,41105,0,0,85298,35263,0,0,0.0025,0.0032,0.0045,0.0051,0.0048,0.0041,0.0022,0.0005,0.0000,0.0000,0.0000,0.0000,0.0008,0.0006,0.0003,0.0005,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000
120,92253,24149,0,0,77475,24682,0,0,96830,25872,0,0,112688,24891,0,0,113661,27397,0,0,90697,22624,0,0,0.0096,0.0168,0.0132,0.0101,0.0185,0.0097,0.0051,0.0008,0.0000,0.0006,0.0001,0.0000,0.0007,0.0028,0.0016,0.0013,0.0007,0.0002,0.0001,0.0001,0.0003,0.0000
130,66046,39912,0,0,79092,40064,0,0,88376,50134,0,0,79834,48621,0,0,86261,52968,0,0,75627,43572,0,0,0.0167,0.0127,0.0136,0.0146,0.0206,0.0183,0.0167,0.0009,0.0001,0.0000,0.0000,0.0001,0.0004,0.0010,0.0011,0.0005,0.0001,0.0002,0.0000,0.0000,0.0001,0.0001
140,57336,49332,0,0,77111,52536,0,0,77031,56520,4,0,72001,51632,0,0,76531,48512,0,0,66493,46410,3,0,0.0082,0.0076,0.0091,0.0115,0.0082,0.0067,0.0017,0.0017,0.0008,0.0010,0.0028,0.0014,0.0002,0.0001,0.0002,0.0000,0.0000,0.0007,0.0001,0.0005,0.0000,0.0003
150,80143,25978,0,0,92453,33491,0,0,85997,29718,0,0,99636,34603,0,0,105571,37518,0,0,106381,31432,0,0,0.0149,0.0177,0.0189,0.0142,0.0148,0.0136,0.0159,0.0003,0.0001,0.0001,0.0002,0.0002,0.0001,0.0000,0.0000,0.0010,0.0000,0.0000,0.0006,0.0000,0.0006,0.0008
160,69452,23750,0,0,81315,26425,0,0,90396,29601,0,0,107059,39905,0,0,117713,38670,0,0,102121,36191,0,0,0.0121,0.0114,0.0118,0.0093,0.0131,0.0169,0.0002,0.0001,0.0000,0.0002,0.0000,0.0000,0.0000,0.0005,0.0000,0.0002,0.0004,0.0000,0.0001,0.0004,0.0001,0.0001
170,72261,24775,0,0,74185,30072,0,0,93367,34143,0,0,102167,38425,0,0,112643,40835,0,0,109039,32957,0,0,0.0118,0.0158,0.0188,0.0141,0.0260,0.0182,0.0004,0.0007,0.0001,0.0002,0.0001,0.0004,0.0003,0.0001,0.0003,0.0021,0.0000,0.0000,0.0008,0.0000,0.0011,0.0008
180,77181,36117,0,0,78935,39577,0,0,91007,40845,0,0,97830,49960,0,0,93037,38842,0,0,82939,43598,0,0,0.0085,0.0141,0.0130,0.0136,0.0190,0.0137,0.0026,0.0001,0.0000,0.0002,0.0003,0.0004,0.0003,0.0000,0.0009,0.0001,0.0005,0.0001,0.0007,0.0011,0.0000,0.0014
190,112757,23811,0,0,112038,22315,0,0,106085,23673,0,0,109991,22598,0,0,99553,18616,0,0,129275,25330,0,0,0.0135,0.0176,0.0255,0.0186,0.0277,0.0236,0.0164,0.0001,0.0001,0.0000,0.0003,0.0001,0.0002,0.0000,0.0001,0.0000,0.0001,0.0005,0.0003,0.0002,0.0000,0.0000
200,99347,25955,0,0,100881,24899,0,0,98522,31316,0,0,109373,32309,0,0,102103,26378,0,0,112024,30401,0,0,0.0224,0.0234,0.0292,0.0283,0.0270,0.0401,0.0018,0.0001,0.0008,0.0003,0.0000,0.0000,0.0014,0.0007,0.0000,0.0002,0.0001,0.0009,0.0005,0.0004,0.0002,0.0001
210,81905,36250,0,0,96942,44322,0,0,92056,42040,0,0,93689,43002,0,0,87412,39421,0,0,101908,45265,0,0,0.0275,0.0387,0.0366,0.0460,0.0488,0.0539,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
220,103197,29673,0,0,106539,31763,0,0,98850,32238,0,0,106988,30328,0,0,98716,26928,0,0,123618,34189,0,0,0.0483,0.0504,0.0543,0.0511,0.0594,0.0724,0.0048,0.0000,0.0004,0.0000,0.0001,0.0000,0.0002,0.0001,0.0002,0.0001,0.0004,0.0007,0.0006,0.0000,0.0000,0.0000
230,102638,31565,0,0,113045,28769,0,0,100426,31104,0,0,97920,31869,0,0,79516,24084,0,0,138441,44433,0,0,0.0632,0.0746,0.0694,0.0711,0.0947,0.1069,0.0003,0.0008,0.0000,0.0001,0.0000,0.0000,0.0008,0.0013,0.0006,0.0012,0.0001,0.0000,0.0000,0.0001,0.0000,0.0001
240,107231,32773,0,0,134364,37422,0,0,103719,28787,0,0,85489,28083,0,0,75742,22674,0,0,127921,41179,0,0,0.0649,0.0778,0.0727,0.0882,0.1036,0.0990,0.0001,0.0002,0.0002,0.0001,0.0000,0.0001,0.0000,0.0006,0.0001,0.0005,0.0006,0.0001,0.0005,0.0002,0.0000,0.0001
250,102450,38235,0,0,137803,49916,0,0,88023,31103,0,0,89347,33137,0,0,70453,31082,0,0,109541,44317,0,0,0.0679,0.0727,0.0730,0.0726,0.0859,0.0924,0.0015,0.0000,0.0001,0.0000,0.0007,0.0002,0.0000,0.0000,0.0010,0.0003,0.0001,0.0012,0.0005,0.0008,0.0002,0.0002
260,89293,30287,0,0,160396,49853,0,0,87897,27201,0,0,92728,31573,0,0,80217,25733,0,0,104221,33499,0,0,0.0538,0.0609,0.0631,0.0601,0.0769,0.0752,0.0009,0.0002,0.0002,0.0000,0.0001,0.0001,0.0000,0.0002,0.0000,0.0000,0.0002,0.0000,0.0000,0.0001,0.0001,0.0000
270,78096,53364,0,0,115641,92018,0,0,68123,51089,0,0,68565,48720,0,0,62535,44144,0,0,83253,55895,0,0,0.0474,0.0572,0.0594,0.0554,0.0600,0.0646,0.0174,0.0007,0.0003,0.0000,0.0000,0.0000,0.0001,0.0004,0.0004,0.0009,0.0001,0.0001,0.0004,0.0000,0.0001,0.0001
280,88884,32809,0,0,138812,42255,0,0,104757,32436,0,0,92444,32872,0,0,84125,27643,0,0,99346,32823,0,0,0.0598,0.0673,0.0735,0.0719,0.0881,0.0799,0.0165,0.0009,0.0007,0.0000,0.0003,0.0003,0.0000,0.0006,0.0001,0.0002,0.0004,0.0001,0.0001,0.0001,0.0001,0.0000
290,92858,47802,0,0,115499,59416,0,0,104802,54166,0,0,84021,43799,0,0,75691,38539,0,0,75203,40249,0,0,0.0490,0.0486,0.0540,0.0552,0.0609,0.0646,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
300,104241,48709,0,0,122973,55019,0,0,98726,45535,0,0,82211,32417,0,0,61928,31875,0,0,95984,45224,0,0,0.0343,0.0413,0.0435,0.0359,0.0477,0.0435,0.0006,0.0001,0.0000,0.0008,0.0003,0.0000,0.0000,0.0004,0.0005,0.0001,0.0006,0.0003,0.0000,0.0019,0.0008,0.0002
310,127869,28021,0,0,146731,33141,0,0,134907,30255,0,0,90197,19553,0,0,64634,15129,0,0,107059,24548,0,0,0.0523,0.0517,0.0529,0.0597,0.0684,0.0615,0.0116,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000
320,118303,38448,0,0,139200,44822,0,0,130873,42633,0,0,67766,23330,0,0,61422,19369,0,0,99828,32363,0,0,0.0506,0.0567,0.0545,0.0592,0.0559,0.0645,0.0029,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0001,0.0000
330,126903,32236,0,0,129245,33611,0,0,152686,39771,0,0,93992,24508,0,0,67584,18533,0,0,85644,24396,0,0,0.0549,0.0570,0.0626,0.0572,0.0677,0.0743,0.0010,0.0000,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0001,0.0002,0.0000,0.0001,0.0002,0.0001,0.0002,0.0000
340,153333,27973,0,0,123023,24447,0,0,175034,29189,0,0,80689,15656,0,0,60858,10919,0,0,106184,20364,0,0,0.0798,0.0765,0.0773,0.0743,0.0812,0.0764,0.0025,0.0001,0.0001,0.0001,0.0000,0.0000,0.0005,0.0000,0.0002,0.0000,0.0004,0.0001,0.0003,0.0001,0.0000,0.0001
350,121492,46370,0,0,96651,38426,0,0,136886,53107,0,0,70466,25815,0,0,68529,32422,0,0,77720,31471,0,0,0.0614,0.0664,0.0699,0.0694,0.0632,0.0715,0.0126,0.0000,0.0000,0.0000,0.0012,0.0001,0.0000,0.0002,0.0008,0.0000,0.0001,0.0010,0.0000,0.0017,0.0003,0.0006
360,126817,55972,0,0,82945,37890,0,0,116075,55961,0,0,67355,36203,0,0,66145,31660,0,0,75644,36287,0,0,0.0729,0.0710,0.0786,0.0744,0.0725,0.0757,0.0012,0.0000,0.0002,0.0011,0.0002,0.0002,0.0001,0.0007,0.0001,0.0001,0.0003,0.0000,0.0000,0.0004,0.0004,0.0000
370,132961,61732,0,0,85320,37016,0,0,120219,55321,0,0,70259,30606,0,0,68501,30634,0,0,79646,38953,0,0,0.0773,0.0776,0.0774,0.0780,0.0637,0.0736,0.0003,0.0001,0.0000,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,0.0004,0.0001,0.0000,0.0001,0.0000,0.0004,0.0002
380,151013,31077,0,0,81822,17403,0,0,153453,34324,0,0,89205,19326,0,0,77794,16519,0,0,112380,22370,0,0,0.0846,0.0884,0.0886,0.0862,0.0820,0.0830,0.0132,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0000,0.0001,0.0001
390,106903,81696,1,0,62313,49508,1,0,114196,94166,0,0,57277,36714,0,0,54740,37658,0,0,72945,55509,1,0,0.0862,0.0902,0.0863,0.0858,0.0887,0.0785,0.0388,0.0000,0.0002,0.0009,0.0003,0.0000,0.0000,0.0014,0.0006,0.0001,0.0019,0.0010,0.0002,0.0001,0.0009,0.0003
400,133124,23132,0,0,83095,14261,0,0,183767,30232,0,0,96318,16111,0,0,77155,13354,0,0,97193,17115,0,0,0.1021,0.0978,0.1061,0.0928,0.0985,0.0981,0.0499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
410,164995,17618,0,0,80683,8720,0,0,207068,21227,0,0,104498,10708,0,0,100178,9250,0,0,79988,8720,0,0,0.1234,0.1268,0.1203,0.1210,0.1210,0.0907,0.0033,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0003
420,161369,36702,0,0,70201,18577,0,0,160244,35909,0,0,90149,20757,0,0,83660,18937,0,0,67378,15377,0,0,0.1485,0.1408,0.1429,0.1381,0.1341,0.1411,0.0096,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005,0.0004,0.0005,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
430,206149,24393,0,0,93814,10321,0,0,169081,20479,0,0,107027,13376,0,0,80444,10359,0,0,79830,7979,0,0,0.1452,0.1502,0.1425,0.1484,0.1406,0.1343,0.0074,0.0001,0.0000,0.0000,0.0001,0.0003,0.0001,0.0002,0.0003,0.0001,0.0000,0.0000,0.0004,0.0000,0.0006,0.0007
440,184125,50222,0,0,92673,25560,0,0,142030,37005,0,0,104212,29509,0,0,57277,16062,0,0,57296,14312,0,0,0.1601,0.1512,0.1453,0.1435,0.1517,0.1412,0.0111,0.0000,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0003,0.0003
450,182111,55593,0,0,92326,29579,0,0,116532,37587,0,0,82900,25149,0,0,66038,19734,0,0,54122,14501,0,0,0.1550,0.1529,0.1435,0.1408,0.1360,0.1402,0.0003,0.0001,0.0001,0.0000,0.0000,0.0004,0.0000,0.0001,0.0001,0.0007,0.0001,0.0001,0.0008,0.0000,0.0003,0.0003
460,187442,74441,0,0,88484,36910,0,0,110813,43096,0,0,83226,30999,0,0,55772,16768,0,0,49903,17845,0,0,0.1522,0.1530,0.1511,0.1478,0.1236,0.1455,0.0012,0.0001,0.0000,0.0001,0.0018,0.0003,0.0001,0.0003,0.0026,0.0006,0.0000,0.0016,0.0002,0.0011,0.0000,0.0007
470,172153,71843,0,0,87277,37591,0,0,138089,55337,0,0,61404,25415,0,0,60089,25113,0,0,42896,16571,0,0,0.1588,0.1512,0.1556,0.1324,0.1335,0.1305,0.0005,0.0000,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0001,0.0002
480,201704,40006,0,0,114564,22658,0,0,171845,33369,0,0,63815,10810,0,0,74446,15132,0,0,42812,8707,0,0,0.1596,0.1613,0.1510,0.1457,0.1355,0.1360,0.0120,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0003,0.0000,0.0000,0.0005,0.0006,0.0000
490,154465,113900,139,0,80128,58810,29,0,101905,75196,63,0,39481,24951,0,0,41877,28185,22,0,35658,22200,33,0,0.1513,0.1448,0.1499,0.1314,0.1346,0.1263,0.0380,0.0000,0.0000,0.0009,0.0003,0.0009,0.0000,0.0007,0.0002,0.0009,0.0008,0.0003,0.0009,0.0002,0.0002,0.0002
500,178310,73653,0,0,101848,39874,0,0,132051,50879,0,0,49940,21065,0,0,67353,26679,0,0,42122,18021,0,0,0.1721,0.1780,0.1588,0.1525,0.1469,0.1441,0.0082,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0002,0.0002,0.0000,0.0003,0.0001,0.0000,0.0002
510,178693,67721,0,0,91669,34813,0,0,135501,47656,0,0,57312,20006,0,0,66629,27470,0,0,52594,20955,0,0,0.1656,0.1671,0.1606,0.1446,0.1399,0.1435,0.0002,0.0000,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0000,0.0006,0.0004,0.0007,0.0004,0.0000
520,156299,77391,0,0,83139,36738,0,0,121950,56212,0,0,51698,26967,0,0,65262,31382,0,0,54814,25474,0,0,0.1708,0.1764,0.1718,0.1439,0.1347,0.1419,0.0016,0.0004,0.0001,0.0001,0.0000,0.0001,0.0000,0.0008,0.0002,0.0001,0.0004,0.0000,0.0000,0.0002,0.0004,0.0000
530,133671,78018,0,0,90080,57837,0,0,105451,62209,0,0,41438,22791,0,0,64727,38119,0,0,56388,34971,0,0,0.1612,0.1668,0.1559,0.1428,0.1458,0.1387,0.0017,0.0003,0.0000,0.0001,0.0000,0.0001,0.0002,0.0007,0.0002,0.0000,0.0001,0.0000,0.0001,0.0001,0.0004,0.0001
540,161858,43483,0,0,124912,33737,0,0,129358,29565,0,0,43114,11944,0,0,75085,18006,0,0,86077,20502,0,0,0.1669,0.1659,0.1616,0.1491,0.1551,0.1355,0.0183,0.0000,0.0005,0.0000,0.0003,0.0003,0.0006,0.0000,0.0003,0.0003,0.0007,0.0000,0.0000,0.0004,0.0005,0.0000
550,121551,88016,0,0,99792,68652,0,0,102774,59748,0,0,35305,22294,0,0,48766,32334,0,0,57476,40342,0,0,0.1641,0.1610,0.1564,0.1471,0.1344,0.1313,0.0235,0.0001,0.0014,0.0006,0.0002,0.0000,0.0008,0.0002,0.0000,0.0000,0.0002,0.0005,0.0011,0.0001,0.0003,0.0001
560,125288,71241,0,0,101750,56065,0,0,115116,62801,0,0,42670,20682,0,0,58773,30431,0,0,58867,31190,0,0,0.1634,0.1665,0.1597,0.1309,0.1313,0.1260,0.0016,0.0000,0.0000,0.0007,0.0003,0.0001,0.0000,0.0005,0.0001,0.0000,0.0004,0.0001,0.0000,0.0001,0.0002,0.0000
570,162851,60694,0,0,124922,45333,0,0,106104,37934,0,0,49604,17577,0,0,63598,21295,0,0,67279,24857,0,0,0.1704,0.1639,0.1562,0.1422,0.1441,0.1371,0.0042,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0002
580,207628,36172,0,0,131797,23379,0,0,136037,23269,0,0,52689,9859,0,0,76818,14160,0,0,81824,14820,0,0,0.1707,0.1647,0.1496,0.1430,0.1310,0.1312,0.0097,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000
590,187091,49026,0,0,118749,30815,0,0,125583,31549,0,0,47007,11445,0,0,74578,19672,0,0,73585,19684,0,0,0.1591,0.1542,0.1518,0.1341,0.1265,0.1118,0.0024,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001,0.0002,0.0000
600,150925,85320,0,0,89807,49443,1,0,104826,54561,0,0,38635,21794,1,0,59470,29886,0,0,53084,29096,0,0,0.1696,0.1596,0.1572,0.1391,0.1271,0.1202,0.0135,0.0000,0.0002,0.0000,0.0004,0.0000,0.0001,0.0000,0.0002,0.0000,0.0002,0.0000,0.0001,0.0004,0.0000,0.0002
610,220367,34945,0,0,122856,17708,0,0,133250,19673,0,0,60415,10086,0,0,90947,14797,0,0,71463,11305,0,0,0.1641,0.1493,0.1424,0.1412,0.1333,0.1156,0.0327,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0003,0.0002,0.0001,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000
620,148497,89914,0,0,77529,53992,0,0,99603,63899,0,0,32742,22206,0,0,65970,44272,0,0,50704,32595,0,0,0.1731,0.1639,0.1602,0.1389,0.1289,0.1233,0.0452,0.0006,0.0001,0.0004,0.0003,0.0001,0.0002,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0001,0.0001
630,172748,72345,0,0,72887,30797,0,0,138415,59449,0,0,38507,14116,0,0,83190,32250,0,0,56630,24151,0,0,0.1762,0.1738,0.1518,0.1321,0.1443,0.1400,0.0065,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0.0005,0.0002,0.0000,0.0006,0.0003,0.0000,0.0001,0.0006,0.0002
640,124436,118900,0,0,51664,51609,0,0,95422,91149,0,0,30285,29686,0,0,57961,51872,0,0,38436,39228,0,0,0.1788,0.1750,0.1608,0.1478,0.1478,0.1270,0.0216,0.0001,-0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0004,0.0000,0.0000,0.0001,0.0001,0.0003,0.0001,0.0005
650,178378,74674,0,0,61535,24631,0,0,138205,60993,0,0,48117,21136,0,0,70530,29630,0,0,65787,28419,0,0,0.1833,0.1813,0.1640,0.1552,0.1436,0.1480,0.0198,0.0001,0.0001,0.0001,0.0000,0.0000,0.0002,0.0002,0.0001,0.0002,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000
660,190666,30554,0,0,93479,13995,0,0,185808,29869,0,0,66332,10132,0,0,80714,13594,0,0,77656,14206,0,0,0.1839,0.1862,0.1730,0.1565,0.1571,0.1448,0.0188,0.0001,0.0000,0.0000,0.0000,0.0003,0.0001,0.0000,0.0002,0.0006,0.0000,0.0000,0.0003,0.0001,0.0005,0.0001
670,175421,51491,0,0,83299,23808,0,0,179203,49186,0,0,52864,15512,0,0,78607,20720,0,0,60637,18758,0,0,0.1902,0.1862,0.1699,0.1530,0.1469,0.1368,0.0059,0.0000,0.0001,-0.0000,0.0002,0.0001,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0003,0.0002,0.0001,0.0006
680,138080,57826,0,0,94831,35713,0,0,166161,61992,0,0,47396,17693,0,0,67188,23829,0,0,79086,26601,0,0,0.1866,0.1827,0.1646,0.1680,0.1515,0.1284,0.0017,0.0003,0.0003,0.0003,0.0007,0.0012,0.0000,0.0000,0.0001,0.0003,0.0000,0.0001,0.0003,0.0001,0.0003,0.0001
690,160215,54793,0,0,100065,34030,0,0,162394,51494,0,0,43624,16975,0,0,72830,24307,0,0,66944,22219,0,0,0.1827,0.1848,0.1664,0.1536,0.1633,0.1363,0.0003,0.0000,0.0001,0.0004,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,0.0010,0.0001,0.0000,0.0006,0.0006,0.0000
700,106145,87310,0,0,76914,61662,2,0,126613,95010,0,0,38054,29632,1,0,48745,40714,1,0,52768,43336,0,0,0.1826,0.1830,0.1651,0.1496,0.1369,0.1378,0.0202,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0004,0.0003,0.0002,0.0001,0.0000
710,148488,41711,0,0,106838,29293,0,0,178331,51289,0,0,54881,14963,0,0,67616,18734,0,0,78952,21640,0,0,0.1815,0.1794,0.1595,0.1540,0.1496,0.1281,0.0297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
720,114057,80512,0,0,89014,66608,0,0,133921,92988,0,0,33823,23140,0,0,49405,28819,0,0,56560,40483,0,0,0.1896,0.1824,0.1640,0.1617,0.1494,0.1230,0.0214,0.0001,0.0000,0.0000,0.0011,0.0000,0.0002,0.0002,0.0019,0.0001,0.0000,0.0009,0.0000,0.0008,0.0001,0.0012
730,137941,51325,0,0,95916,37705,0,0,185033,69568,0,0,54642,19552,0,0,57674,15716,0,0,61065,24340,0,0,0.1811,0.1821,0.1601,0.1491,0.1467,0.1338,0.0115,0.0001,0.0000,0.0000,0.0022,0.0001,0.0000,0.0002,0.0031,0.0000,0.0001,0.0024,0.0001,0.0017,0.0003,0.0034
740,173463,46463,0,0,99211,27139,0,0,179743,51330,0,0,53036,12702,0,0,59727,15915,0,0,67177,19972,0,0,0.1747,0.1789,0.1533,0.1372,0.1324,0.1222,0.0021,0.0000,0.0001,0.0003,0.0000,0.0002,0.0000,0.0004,0.0000,0.0001,0.0006,0.0001,0.0000,0.0002,0.0010,0.0003
750,141769,73883,0,0,89056,47023,0,0,152672,80298,0,0,37427,15054,0,0,52896,26243,0,0,41924,20525,0,0,0.1766,0.1668,0.1557,0.1500,0.1355,0.1082,0.0087,0.0000,0.0000,0.0018,0.0001,0.0001,0.0000,0.0020,0.0001,0.0002,0.0019,0.0001,0.0001,0.0012,0.0010,0.0000
760,202341,34496,0,0,118212,19054,0,0,219794,36750,0,0,51419,9138,0,0,71751,11554,0,0,46451,7980,0,0,0.1812,0.1849,0.1534,0.1562,0.1426,0.1094,0.0247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,0.0002,0.0000,0.0001
770,142778,98046,0,0,81201,48751,0,0,137392,92090,0,0,33108,21089,0,0,50762,28209,0,0,43015,25721,0,0,0.1839,0.1760,0.1542,0.1486,0.1404,0.1149,0.0382,0.0005,0.0000,0.0002,0.0013,0.0006,0.0004,0.0001,0.0002,0.0000,0.0001,0.0010,0.0004,0.0005,0.0001,0.0002
780,205831,37560,0,0,116298,24176,0,0,196831,36996,0,0,43904,7410,0,0,64225,10201,0,0,53237,9748,0,0,0.1851,0.1895,0.1509,0.1551,0.1370,0.1037,0.0349,0.0003,0.0000,0.0001,0.0003,0.0000,0.0002,0.0007,0.0012,0.0003,0.0002,0.0004,0.0000,0.0001,0.0001,0.0003
