generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi
0,322.2,1050.0,616492,0.5291,0.0007,0.0029,0.0015,-0.1555,-0.2713,0.0000,0.6855,0.0654,0.0000,0.0000,12.0,12,12,6.0,6,6,710,1.7908,475,0.0001
10,348.6,1050.0,643059,0.4435,0.0004,0.0118,0.0158,-0.2125,-0.3377,0.0000,0.6862,-0.0028,0.0000,0.0000,12.0,10,15,5.9,3,8,700,1.7861,417,0.0005
20,362.2,950.0,659955,0.4918,0.0002,0.0072,0.0076,-0.1042,-0.3172,0.0000,0.6923,-0.0192,0.0000,0.0000,12.1,10,16,5.9,2,8,666,1.7911,413,0.0013
30,382.3,1250.0,685748,0.5861,0.0001,0.0056,0.0051,-0.0861,-0.2641,0.0000,0.6582,0.0186,0.0000,0.0000,12.2,9,17,6.0,3,9,627,1.7860,370,0.0003
40,376.2,950.0,676514,0.4944,0.0002,0.0084,0.0069,-0.1706,-0.3101,0.0000,0.7211,-0.0008,0.0000,0.0000,12.1,9,16,5.9,3,10,659,1.7825,322,0.0010
50,383.0,1000.0,682559,0.5454,0.0001,0.0055,0.0051,-0.2093,-0.2520,0.0000,0.7374,0.0177,0.0000,0.0000,11.8,8,16,5.9,2,10,661,1.7819,316,0.0007
60,381.1,850.0,684662,0.4389,0.0011,0.0034,0.0041,-0.1988,-0.3094,0.0000,0.7324,-0.0421,0.0000,0.0000,12.0,8,17,5.8,2,10,644,1.7820,402,0.0006
70,406.9,950.0,712485,0.5362,0.0008,0.0041,0.0025,-0.0596,-0.2326,0.0000,0.6938,-0.0087,0.0000,0.0000,12.1,8,17,5.6,2,9,615,1.7745,234,0.0004
80,397.4,1250.0,703388,0.5609,0.0005,0.0029,0.0093,-0.0895,-0.2477,0.0000,0.6860,-0.0400,0.0000,0.0000,12.1,7,17,5.6,2,9,582,1.7773,305,0.0004
90,408.4,1000.0,720604,0.5896,0.0006,0.0028,0.0023,-0.1289,-0.2453,0.0000,0.6955,-0.0563,0.0000,0.0000,12.0,8,18,5.5,2,9,499,1.7805,264,0.0013
100,408.8,1100.0,718322,0.4424,0.0004,0.0045,0.0042,-0.2169,-0.1944,0.0000,0.7228,0.0139,0.0000,0.0000,12.1,8,17,5.3,2,10,556,1.7788,310,0.0010
110,419.3,950.0,725665,0.5030,0.0003,0.0041,0.0040,-0.0865,-0.1871,0.0000,0.6938,-0.0528,0.0000,0.0000,11.9,7,18,5.7,2,10,590,1.7843,365,0.0007
120,431.3,1050.0,733219,0.5343,0.0010,0.0145,0.0129,0.0247,-0.1309,0.0000,0.7000,-0.0131,0.0000,0.0000,11.9,7,17,5.7,2,10,623,1.7856,234,0.0005
130,447.4,1100.0,750507,0.4624,0.0005,0.0149,0.0229,-0.1047,-0.1177,0.0000,0.6123,-0.0497,0.0000,0.0000,12.0,7,17,5.7,2,11,534,1.7873,315,0.0002
140,434.8,1300.0,731452,0.3949,0.0010,0.0089,0.0082,-0.1693,-0.1422,0.0000,0.6871,-0.0375,0.0000,0.0000,11.8,6,17,5.9,2,11,569,1.7888,325,0.0005
150,466.2,1400.0,762921,0.5213,0.0005,0.0159,0.0166,-0.2784,-0.0629,0.0000,0.6404,-0.0236,0.0000,0.0000,11.5,5,17,5.7,2,11,578,1.7866,210,0.0005
160,476.2,1100.0,762598,0.4937,0.0003,0.0115,0.0148,-0.2598,-0.0426,0.0000,0.7141,-0.0382,0.0000,0.0000,11.3,6,17,5.7,2,12,619,1.7762,200,0.0003
170,485.6,1450.0,764869,0.4754,0.0008,0.0181,0.0160,-0.0068,-0.0270,0.0000,0.6985,-0.0580,0.0000,0.0000,11.0,4,16,5.7,2,10,664,1.7785,265,0.0003
180,492.0,1200.0,769868,0.4555,0.0007,0.0140,0.0130,-0.1443,-0.0247,0.0000,0.6744,-0.0526,0.0000,0.0000,10.6,5,14,5.9,2,11,612,1.7881,296,0.0006
190,551.9,1450.0,806042,0.5745,0.0002,0.0216,0.0203,-0.0604,0.0606,1.5469,0.6707,-0.0421,0.0000,0.0000,10.3,7,15,6.1,2,10,636,1.7886,229,0.0001
200,555.0,1300.0,793508,0.5135,0.0006,0.0314,0.0215,-0.0530,0.0733,1.4708,0.7059,-0.0402,0.0000,0.0000,10.0,5,15,5.6,2,10,664,1.7903,215,0.0003
210,598.4,1600.0,804212,0.4594,0.0000,0.0467,0.0294,-0.0550,0.0690,1.4404,0.6716,-0.0692,0.0000,0.0000,10.0,7,14,5.8,2,11,721,1.7892,370,0.0002
220,662.2,1650.0,823027,0.5281,0.0003,0.0642,0.0358,-0.1722,0.1048,1.4421,0.6963,-0.0117,0.0000,0.0000,9.7,7,14,5.9,2,10,693,1.7891,311,0.0002
230,745.3,1750.0,823810,0.4911,0.0006,0.0848,0.0686,0.1097,0.0896,1.2878,0.6750,-0.0339,0.0000,0.0000,9.4,6,12,6.0,2,10,780,1.7774,294,0.0002
240,777.0,1700.0,825384,0.5062,0.0004,0.0907,0.0724,0.1091,0.0779,1.3124,0.7099,-0.0134,0.0000,0.0000,9.2,7,12,6.1,2,11,810,1.7726,353,0.0001
250,794.5,2050.0,825407,0.4649,0.0005,0.0835,0.0652,0.1334,0.0828,1.0418,0.6995,-0.0485,0.0000,0.0000,9.1,6,11,6.2,2,11,816,1.7718,330,0.0001
260,784.4,1850.0,812898,0.5102,0.0001,0.0661,0.0615,0.0291,0.0946,1.0335,0.7114,-0.0504,0.0000,0.0000,9.1,7,13,6.1,2,11,814,1.7620,420,0.0001
270,761.8,1950.0,821443,0.3899,0.0005,0.0605,0.0502,0.0289,0.0881,1.3454,0.6943,0.0041,0.0000,0.0000,9.2,7,12,6.1,2,12,717,1.7648,467,0.0002
280,780.8,2100.0,809206,0.5470,0.0005,0.0787,0.0576,0.0654,0.0913,1.5157,0.6201,-0.0020,0.0000,0.0000,9.1,7,11,6.0,2,12,745,1.7790,425,0.0000
290,866.0,2050.0,832045,0.4305,0.0000,0.0565,0.0547,0.0083,0.1176,1.3333,0.7137,-0.0595,0.0000,0.0000,9.2,7,12,6.0,2,11,740,1.7790,382,0.0000
300,872.1,1850.0,824842,0.4701,0.0005,0.0405,0.0422,0.1244,0.0740,1.3512,0.6902,-0.0289,0.0000,0.0000,9.2,7,13,6.2,2,12,745,1.7719,381,0.0001
310,892.4,2300.0,822044,0.5507,0.0000,0.0613,0.0497,0.1690,0.0640,1.4138,0.7104,-0.0117,0.0000,0.0000,9.2,7,11,6.4,2,12,833,1.7587,396,0.0001
320,896.7,2050.0,818357,0.5059,0.0000,0.0570,0.0575,0.0471,0.0586,1.4260,0.6536,-0.0264,0.0000,0.0000,9.2,7,12,6.2,2,12,840,1.7484,391,0.0001
330,908.4,2200.0,829109,0.5408,0.0001,0.0647,0.0581,0.0797,0.0977,1.4143,0.7061,-0.0862,0.0000,0.0000,9.2,7,14,6.1,2,12,798,1.7568,360,0.0001
340,958.6,2300.0,827669,0.5791,0.0003,0.0765,0.0805,0.2859,0.0603,1.3760,0.6899,-0.0297,0.0000,0.0000,9.1,7,12,5.8,2,13,881,1.7348,335,0.0001
350,884.1,2250.0,799355,0.4818,0.0005,0.0690,0.0636,0.0917,0.0578,1.3958,0.7147,-0.0789,0.0000,0.0000,9.1,7,13,5.9,2,14,819,1.7579,537,0.0001
360,904.2,2000.0,788954,0.4534,0.0004,0.0750,0.0716,0.0986,0.0211,1.3895,0.7108,-0.0220,0.0000,0.0000,9.1,7,12,6.1,2,13,890,1.7607,418,0.0001
370,887.1,2250.0,811168,0.4934,0.0002,0.0754,0.0759,0.0518,0.0813,1.2312,0.6505,-0.0042,0.0000,0.0000,9.1,7,12,6.6,2,14,828,1.7563,467,0.0001
380,955.0,2150.0,806686,0.5674,0.0001,0.0877,0.0811,0.0445,0.0669,1.1008,0.7132,-0.0283,0.0000,0.0000,9.0,6,12,6.4,2,15,864,1.7528,351,0.0000
390,875.8,2300.0,823628,0.3858,0.0008,0.0835,0.0978,-0.0145,0.0933,2.4763,0.6846,-0.1015,0.0000,0.0000,9.0,6,12,6.6,2,13,713,1.7393,456,0.0002
400,944.0,2350.0,784857,0.5975,0.0000,0.0981,0.1054,0.2279,0.0600,3.5960,0.6224,-0.0661,0.0000,0.0000,8.9,6,12,7.0,2,13,1023,1.7426,666,0.0000
410,1047.9,2400.0,813653,0.6364,0.0001,0.1223,0.1064,0.2300,0.0817,3.6569,0.7016,-0.0236,0.0000,0.0000,8.9,7,12,6.7,2,13,903,1.7228,374,0.0001
420,970.1,2550.0,779260,0.5716,0.0002,0.1415,0.1401,0.0928,0.0767,3.5984,0.6591,0.0038,0.0000,0.0000,8.8,6,11,7.0,2,14,954,1.7254,574,0.0000
430,1081.9,2350.0,823252,0.6176,0.0002,0.1455,0.1389,0.2144,0.1143,3.5174,0.6397,-0.0311,0.0000,0.0000,8.7,6,11,7.1,2,15,852,1.7192,396,0.0000
440,1050.2,2400.0,810283,0.5299,0.0001,0.1514,0.1424,0.0948,0.0605,3.4274,0.6424,0.0154,0.0000,0.0000,8.7,6,12,6.5,2,15,944,1.7024,502,0.0001
450,989.8,2400.0,776172,0.5300,0.0002,0.1447,0.1454,0.1349,0.0601,3.5566,0.6567,0.0083,0.0000,0.0000,8.5,6,11,6.9,2,12,981,1.7065,546,0.0001
460,1026.8,2480.0,795699,0.4826,0.0007,0.1463,0.1448,0.1944,0.0759,3.5563,0.7279,-0.0011,0.0000,0.0000,8.5,6,11,7.2,2,13,899,1.6815,479,0.0001
470,1025.2,2700.0,793778,0.4703,0.0001,0.1435,0.1446,0.1236,0.0668,3.5515,0.6826,-0.0245,0.0000,0.0000,8.3,5,12,6.9,2,14,921,1.6733,550,0.0000
480,1099.0,2400.0,799868,0.5665,0.0001,0.1500,0.1455,0.1366,0.0869,3.5529,0.7213,-0.0217,0.0000,0.0000,8.1,6,12,7.1,2,15,1080,1.6562,546,0.0000
490,924.9,2350.0,777042,0.3824,0.0005,0.1388,0.1428,0.0971,0.0663,3.5257,0.7388,-0.0174,0.0000,0.0000,8.2,6,11,6.8,2,16,927,1.6290,482,0.0001
500,1004.2,2300.0,801795,0.4680,0.0001,0.1632,0.1494,0.0824,0.0493,2.2993,0.7465,-0.0073,0.0000,0.0000,8.1,5,11,6.8,2,16,955,1.6675,517,0.0001
510,1026.1,2600.0,801019,0.5322,0.0003,0.1562,0.1460,0.0852,0.0719,2.3451,0.6564,-0.0356,0.0000,0.0000,7.9,5,12,7.0,2,16,858,1.6880,536,0.0001
520,1056.1,2400.0,787326,0.4564,0.0003,0.1597,0.1477,0.1385,0.0381,2.3914,0.6190,0.0074,0.0000,0.0000,7.7,5,11,6.7,2,15,988,1.7038,534,0.0001
530,992.0,2300.0,785700,0.4208,0.0002,0.1515,0.1543,0.1245,0.0403,2.4286,0.7174,-0.0293,0.0000,0.0000,7.6,5,10,7.1,2,15,903,1.7184,499,0.0001
540,1049.3,2650.0,777641,0.5380,0.0004,0.1586,0.1488,0.1303,0.0262,2.5234,0.7419,-0.0226,0.0000,0.0000,7.6,5,12,6.9,2,15,1001,1.7144,511,0.0001
550,966.0,2237.2,777050,0.3947,0.0008,0.1474,0.1563,0.0456,0.0680,2.6338,0.7185,0.0284,0.0000,0.0000,7.5,5,11,7.0,2,15,873,1.7017,560,0.0002
560,1017.3,2400.0,774874,0.4511,0.0002,0.1458,0.1480,0.1234,0.0395,2.6273,0.7102,0.0099,0.0000,0.0000,7.3,5,12,7.2,2,14,929,1.7136,592,0.0001
570,1025.6,2850.0,782048,0.4860,0.0001,0.1554,0.1455,0.1133,0.0492,2.5705,0.7396,-0.0375,0.0000,0.0000,7.1,5,10,6.8,2,13,1002,1.7053,574,0.0001
580,1129.4,2800.0,808452,0.5842,0.0001,0.1515,0.1416,0.1614,0.0463,2.5704,0.7071,0.0092,0.0000,0.0000,7.0,5,11,6.8,2,14,1002,1.6961,408,0.0000
590,1077.3,2750.0,788784,0.5250,0.0001,0.1453,0.1253,0.2477,0.0463,1.6551,0.7296,0.0368,0.0000,0.0000,6.9,4,10,6.6,2,15,1041,1.6969,430,0.0000
600,1002.0,2550.0,766849,0.4372,0.0002,0.1512,0.1331,0.0836,0.0272,1.7078,0.6697,0.0085,0.0000,0.0000,6.9,5,11,6.4,2,15,986,1.6891,623,0.0001
610,1149.1,2850.0,807812,0.5884,0.0001,0.1451,0.1326,0.1136,0.0215,2.2713,0.7184,0.0183,0.0000,0.0000,6.8,4,10,6.0,2,15,963,1.6958,474,0.0001
620,1012.9,2750.0,781923,0.4012,0.0003,0.1473,0.1517,0.1052,0.0482,3.0799,0.6824,-0.0328,0.0000,0.0000,6.8,5,10,5.8,2,15,910,1.6906,663,0.0001
630,1050.5,2500.0,795485,0.4626,0.0002,0.1550,0.1477,0.2052,0.0000,2.9927,0.7669,0.0154,0.0000,0.0000,6.8,5,11,5.7,2,15,978,1.6664,457,0.0001
640,970.9,2350.0,780648,0.3383,0.0002,0.1568,0.1553,-0.0039,0.0361,3.0147,0.7091,-0.0403,0.0000,0.0000,6.7,4,10,5.7,2,14,876,1.6757,454,0.0001
650,1106.7,2700.0,802035,0.4668,0.0001,0.1646,0.1563,0.2384,0.0275,2.9803,0.7076,0.0228,0.0000,0.0000,6.7,4,10,5.6,2,15,957,1.6724,628,0.0001
660,1166.3,2750.0,807005,0.5843,0.0002,0.1686,0.1633,0.1811,0.0473,2.7966,0.7479,-0.0278,0.0000,0.0000,6.7,4,11,5.6,2,16,1037,1.6974,524,0.0000
670,1194.5,2750.0,809506,0.5054,0.0002,0.1652,0.1606,0.3137,0.0182,2.7582,0.6983,-0.0121,0.0000,0.0000,6.6,4,10,5.8,2,15,1090,1.6750,587,0.0000
680,1191.2,2800.0,816396,0.4652,0.0005,0.1662,0.1581,0.2492,0.0576,2.9134,0.7390,0.0024,0.0000,0.0000,6.6,5,10,6.2,2,16,982,1.7028,484,0.0000
690,1095.9,2450.0,809890,0.5212,0.0003,0.1673,0.1582,0.1108,0.0651,2.9663,0.7091,-0.0226,0.0000,0.0000,6.7,4,11,6.3,2,16,833,1.6927,496,0.0001
700,1039.2,2250.0,806907,0.3753,0.0002,0.1621,0.1474,0.0627,0.0315,2.9653,0.7264,-0.0020,0.0000,0.0000,6.7,4,10,6.4,2,17,812,1.7050,459,0.0001
710,1198.8,2600.0,812736,0.5016,0.0000,0.1598,0.1567,0.1465,0.0457,2.8965,0.7288,-0.0054,0.0000,0.0000,6.7,4,11,6.7,2,16,977,1.7040,440,0.0000
720,1099.7,2400.0,809330,0.3943,0.0005,0.1638,0.1558,0.0980,0.0392,2.0935,0.7625,-0.0070,0.0000,0.0000,6.7,5,12,6.4,2,17,805,1.6832,463,0.0001
730,1100.3,2350.0,810477,0.4946,0.0009,0.1600,0.1550,0.0192,0.0509,2.0243,0.7443,-0.0069,0.0000,0.0000,6.7,4,11,6.4,2,18,884,1.6741,472,0.0001
740,1156.2,2789.8,805878,0.5202,0.0002,0.1520,0.1450,0.1756,0.0302,2.1257,0.7074,0.0198,0.0000,0.0000,6.6,5,10,6.3,2,18,976,1.6702,516,0.0000
750,1077.8,2550.0,778770,0.4331,0.0005,0.1512,0.1440,0.0785,0.0544,2.0840,0.7239,0.0441,0.0000,0.0000,6.6,5,10,6.2,2,18,951,1.6379,425,0.0001
760,1198.5,2550.0,828940,0.6023,0.0000,0.1613,0.1419,0.2322,0.0771,2.2092,0.6705,-0.0313,0.0000,0.0000,6.7,4,10,5.5,2,19,894,1.6195,484,0.0001
770,1112.2,2450.0,802162,0.3768,0.0006,0.1547,0.1503,0.1317,0.0307,2.7050,0.7616,-0.0013,0.0000,0.0000,6.6,5,11,5.9,2,20,947,1.6350,407,0.0000
780,1198.7,2500.0,806417,0.5571,0.0003,0.1567,0.1462,0.2402,0.0313,2.7504,0.7250,-0.0072,0.0000,0.0000,6.6,5,10,5.7,2,20,1035,1.6193,467,0.0000
790,1125.2,2550.0,801676,0.4618,0.0008,0.1565,0.1457,0.0967,0.0519,2.3836,0.6721,-0.0067,0.0000,0.0000,6.6,5,10,5.9,2,20,899,1.6365,501,0.0001
800,1110.5,2550.0,795547,0.4111,0.0007,0.1600,0.1514,0.1198,0.0000,2.7300,0.6573,-0.0254,0.0000,0.0000,6.5,5,9,5.9,2,20,923,1.6152,463,0.0001
810,1097.0,2900.0,803708,0.4485,0.0007,0.1621,0.1416,0.0582,0.0392,2.8648,0.6824,0.0338,0.0000,0.0000,6.6,4,9,5.5,2,19,823,1.6279,519,0.0000
820,1186.6,3100.0,808351,0.5398,0.0003,0.1598,0.1438,0.1767,0.0000,2.8395,0.7275,-0.0126,0.0000,0.0000,6.7,5,10,5.2,2,17,950,1.5841,374,0.0000
830,1206.0,2550.0,820413,0.4382,0.0010,0.1594,0.1367,0.1386,0.0000,2.8238,0.6767,0.0255,0.0000,0.0000,6.7,5,10,5.1,2,16,842,1.5438,412,0.0001
840,1115.3,2704.8,801362,0.4460,0.0005,0.1561,0.1453,0.0040,0.0217,2.8718,0.6548,0.0076,0.0000,0.0000,6.7,5,10,5.0,2,12,875,1.5474,408,0.0000
850,1181.1,2750.0,822029,0.4911,0.0002,0.1573,0.1290,0.1427,0.0381,2.9431,0.7193,0.0094,0.0000,0.0000,6.6,5,10,5.2,2,12,870,1.5049,381,0.0000
860,1258.6,2850.0,840451,0.5171,0.0007,0.1531,0.1399,0.2074,0.0321,3.0009,0.7255,-0.0361,0.0000,0.0000,6.5,4,11,5.4,2,13,827,1.5296,349,0.0000
870,1148.2,2650.0,806126,0.4689,0.0003,0.1535,0.1445,0.0319,0.0614,2.4134,0.6994,0.0135,0.0000,0.0000,6.5,4,11,4.9,2,13,890,1.4986,367,0.0000
880,1280.7,2900.0,834497,0.5543,0.0002,0.1459,0.1433,0.1293,0.0491,1.5421,0.6996,0.0192,0.0000,0.0000,6.6,4,10,5.4,2,14,828,1.4808,411,0.0000
890,1126.8,2650.0,817277,0.4663,0.0003,0.1601,0.1422,0.0681,0.0323,1.3773,0.7514,-0.0506,0.0000,0.0000,6.6,5,10,5.5,2,15,797,1.4978,373,0.0001
900,1186.8,2450.0,828954,0.6239,0.0004,0.1600,0.1632,0.2639,0.0360,1.7370,0.6552,0.0074,0.0000,0.0000,6.5,5,10,5.7,2,15,793,1.5507,343,0.0000
910,1196.0,2750.0,835567,0.4607,0.0006,0.1560,0.1640,0.1404,0.0620,1.7920,0.7186,-0.0165,0.0000,0.0000,6.4,4,10,5.9,2,15,792,1.5396,346,0.0000
920,1077.5,2350.0,802058,0.4017,0.0006,0.1592,0.1601,0.0415,0.0561,1.7756,0.6151,-0.0122,0.0000,0.0000,6.5,4,10,5.9,2,16,798,1.5080,394,0.0000
930,1240.1,2450.0,842701,0.5945,0.0002,0.1607,0.1603,0.2397,0.0328,2.6895,0.7265,-0.0001,0.0000,0.0000,6.5,5,9,5.6,2,15,839,1.5299,361,0.0000
940,1283.6,2500.0,840385,0.6348,0.0001,0.1641,0.1557,0.2182,0.0307,2.6265,0.7321,-0.0400,0.0000,0.0000,6.5,4,10,5.2,2,12,894,1.4887,381,0.0000
950,1164.9,2550.0,844232,0.4987,0.0002,0.1511,0.1612,0.1760,0.0461,2.7070,0.7289,-0.0181,0.0000,0.0000,6.5,4,10,4.8,2,12,724,1.4917,418,0.0000
960,1281.7,2500.0,850569,0.4914,0.0001,0.1515,0.1539,0.1370,0.0566,2.7163,0.7232,-0.0233,0.0000,0.0000,6.4,4,10,4.7,2,12,799,1.4898,304,0.0000
970,1255.0,2550.0,844797,0.5784,0.0000,0.1656,0.1455,0.1408,0.0382,2.7002,0.7057,0.0011,0.0000,0.0000,6.5,5,9,5.0,2,14,785,1.4751,372,0.0000
980,1165.7,2300.0,832325,0.4694,0.0004,0.1587,0.1573,0.1459,0.0000,2.6779,0.6991,-0.0623,0.0000,0.0000,6.4,5,10,5.6,2,14,713,1.5007,326,0.0001
990,1178.5,2350.0,816113,0.4498,0.0004,0.1675,0.1666,0.1271,0.0352,2.8463,0.7562,-0.0902,0.0000,0.0000,6.5,5,10,5.2,2,15,840,1.5601,503,0.0000
1000,1287.5,2500.0,857003,0.5812,0.0001,0.1661,0.1586,0.3221,0.0395,2.7771,0.7129,-0.0270,0.0000,0.0000,6.4,5,10,5.2,2,15,787,1.5418,401,0.0000
1010,1032.6,2100.0,846881,0.3496,0.0010,0.1725,0.1585,0.0206,0.0597,4.4341,0.6978,-0.0613,0.0000,0.0000,6.3,4,9,5.2,2,14,579,1.5461,364,0.0001
1020,1105.2,2350.0,829368,0.5275,0.0001,0.1658,0.1476,0.1199,0.0280,4.3894,0.7211,-0.0504,0.0000,0.0000,6.4,5,9,5.1,2,14,734,1.5128,391,0.0000
1030,1217.0,2800.0,823313,0.5840,0.0001,0.1607,0.1440,0.2660,0.0396,4.1658,0.6928,-0.0728,0.0000,0.0000,6.5,4,9,5.2,2,14,871,1.5259,389,0.0000
1040,1203.0,2500.0,853475,0.4916,0.0004,0.1693,0.1534,0.1129,0.0466,4.0659,0.7398,-0.0286,0.0000,0.0000,6.6,5,9,5.3,2,14,683,1.5222,365,0.0000
1050,1216.3,2600.0,821290,0.5298,0.0004,0.1656,0.1575,0.2079,0.0344,4.0884,0.7209,-0.0218,0.0000,0.0000,6.4,4,9,5.0,2,15,845,1.5586,389,0.0000
1060,1217.3,2400.0,838173,0.5379,0.0003,0.1676,0.1665,0.1092,0.0528,4.0879,0.7173,-0.0529,0.0000,0.0000,6.4,5,9,4.5,2,15,817,1.5420,358,0.0000
1070,1208.5,2500.0,852914,0.4945,0.0002,0.1680,0.1484,0.2013,0.0616,4.0717,0.7215,-0.0442,0.0000,0.0000,6.5,4,9,4.5,2,15,668,1.5778,359,0.0000
1080,1099.0,2850.0,828470,0.4215,0.0004,0.1786,0.1533,0.0361,0.0469,4.1279,0.6733,-0.0388,0.0000,0.0000,6.5,5,10,4.3,2,15,714,1.5568,354,0.0000
1090,1261.0,2550.0,867244,0.6477,0.0001,0.1692,0.1577,0.1302,0.0374,4.6955,0.6997,-0.0028,0.0000,0.0000,6.6,4,10,4.6,2,16,668,1.5573,328,0.0000
1100,1241.6,2550.0,859852,0.5416,0.0002,0.1738,0.1573,0.2081,0.0580,4.7468,0.7483,-0.0421,0.0000,0.0000,6.5,4,10,5.1,2,17,711,1.5759,328,0.0001
1110,1247.7,2850.0,837972,0.5459,0.0005,0.1786,0.1702,0.1627,0.0590,3.4519,0.7431,-0.0468,0.0000,0.0000,6.5,5,10,4.9,2,16,790,1.6151,317,0.0000
1120,1046.0,2050.0,820350,0.4063,0.0002,0.1740,0.1625,-0.0261,0.0305,3.3946,0.7732,-0.0760,0.0000,0.0000,6.5,5,10,4.7,2,16,679,1.5943,379,0.0000
1130,1069.5,2300.0,865070,0.4859,0.0003,0.1711,0.1739,0.1872,0.0313,3.4160,0.7341,-0.0633,0.0000,0.0000,6.6,5,10,4.3,2,16,613,1.5933,266,0.0001
1140,1195.0,2250.0,855628,0.5279,0.0002,0.1811,0.1708,0.1504,0.0358,3.4898,0.6433,-0.0334,0.0000,0.0000,6.6,5,10,4.6,2,15,668,1.6652,395,0.0000
1150,1260.4,2450.0,837398,0.5399,0.0008,0.1694,0.1533,0.1557,0.0000,3.4958,0.7461,-0.0592,0.0000,0.0000,6.6,4,10,5.1,2,14,800,1.6224,320,0.0000
1160,1125.8,2600.0,864980,0.4009,0.0012,0.1776,0.1559,0.0541,0.0429,3.6408,0.6762,-0.0352,0.0000,0.0000,6.6,5,10,4.7,2,14,563,1.6624,346,0.0001
1170,1203.9,2450.0,835932,0.5799,0.0005,0.1738,0.1763,0.1816,0.0000,4.0330,0.7516,-0.0958,0.0000,0.0000,6.6,4,12,5.0,2,14,809,1.6756,322,0.0000
1180,1203.7,2350.0,849546,0.6481,0.0000,0.1754,0.1631,0.1264,0.0621,4.0653,0.7009,-0.0673,0.0000,0.0000,6.6,5,10,5.1,2,15,731,1.6063,364,0.0000
1190,1167.1,2350.0,838362,0.4907,0.0006,0.1788,0.1721,0.1231,0.0275,3.1938,0.6464,-0.0270,0.0000,0.0000,6.6,5,10,5.0,2,15,689,1.5514,318,0.0001
1200,1162.5,2400.0,852207,0.4773,0.0002,0.1817,0.1667,0.0367,0.0530,3.3213,0.6368,0.0052,0.0000,0.0000,6.6,5,10,5.1,2,15,655,1.5360,372,0.0000
1210,1196.8,2400.0,863618,0.5464,0.0004,0.1774,0.1718,0.2210,0.0498,3.2332,0.6810,-0.0223,0.0000,0.0000,6.6,5,10,5.1,2,14,634,1.5348,335,0.0001
1220,1091.3,2308.8,839004,0.3938,0.0002,0.1689,0.1474,0.0544,0.0337,3.1929,0.7049,-0.0171,0.0000,0.0000,6.6,5,10,5.0,2,15,632,1.5133,350,0.0001
1230,1218.2,2558.4,859250,0.5673,0.0009,0.1760,0.1560,0.0277,0.0000,3.5096,0.7095,-0.0587,0.0000,0.0000,6.6,5,10,4.8,2,12,727,1.4419,277,0.0000
1240,1250.7,2450.0,848290,0.5562,0.0001,0.1753,0.1700,0.2417,0.0257,3.5177,0.7265,-0.0695,0.0000,0.0000,6.7,4,10,4.9,2,10,744,1.4890,260,0.0001
1250,1224.5,2450.0,864300,0.5809,0.0000,0.1812,0.1492,0.2035,0.0384,3.5806,0.7411,-0.0408,0.0000,0.0000,6.6,5,11,5.0,2,11,713,1.4426,353,0.0000
1260,1180.1,2650.0,853530,0.5197,0.0005,0.1813,0.1695,0.0673,0.0467,3.5059,0.6543,-0.0176,0.0000,0.0000,6.6,5,9,5.4,2,11,713,1.4307,382,0.0001
1270,1231.2,2550.0,841075,0.5128,0.0004,0.1758,0.1640,0.1199,0.0219,2.8952,0.7285,-0.0557,0.0000,0.0000,6.5,4,10,5.3,2,12,755,1.5155,318,0.0000
1280,1257.7,2450.0,849428,0.5365,0.0001,0.1779,0.1658,0.2670,0.0624,2.9161,0.7335,-0.0315,0.0000,0.0000,6.7,5,10,5.4,2,12,778,1.5779,436,0.0001
1290,1198.0,2250.0,843541,0.4140,0.0002,0.1777,0.1543,-0.0180,0.0522,2.7276,0.7260,-0.1139,0.0000,0.0000,6.6,4,10,5.9,2,13,711,1.5646,299,0.0000
1300,1195.7,2350.0,836842,0.4611,0.0002,0.1870,0.1611,0.1370,0.0484,2.7040,0.7398,-0.0683,0.0000,0.0000,6.7,5,10,6.1,2,13,761,1.5676,427,0.0001
1310,1275.1,2650.0,854796,0.5584,0.0001,0.1832,0.1544,0.2218,0.0393,2.6900,0.6849,-0.0899,0.0000,0.0000,6.6,5,9,6.2,2,13,724,1.5448,263,0.0000
1320,1121.2,2772.0,851257,0.5015,0.0001,0.1760,0.1592,0.1101,0.0332,2.5502,0.6385,-0.0113,0.0000,0.0000,6.6,5,9,5.5,2,14,658,1.5104,351,0.0001
1330,1119.1,2350.0,833045,0.4135,0.0002,0.1827,0.1723,0.1101,0.0344,1.0975,0.7179,-0.0020,0.0000,0.0000,6.5,5,9,5.8,2,16,711,1.5674,321,0.0001
1340,1222.3,2450.0,850317,0.5926,0.0004,0.1758,0.1669,0.1821,0.0328,1.7032,0.7441,-0.0648,0.0000,0.0000,6.5,5,10,6.6,2,14,689,1.5761,388,0.0001
1350,1250.8,2850.0,837081,0.5661,0.0007,0.1830,0.1741,0.2298,0.0246,1.7097,0.7632,-0.0489,0.0000,0.0000,6.5,5,9,6.9,2,16,832,1.5911,370,0.0001
