generation,mi_pred_dx,mi_pred_dy,mi_pred_dist,mi_food_dx,mi_food_dy,mi_ally_dist,mi_sig0_str,mi_sig0_dx,mi_sig0_dy,mi_sig1_str,mi_sig1_dx,mi_sig1_dy,mi_sig2_str,mi_sig2_dx,mi_sig2_dy,mi_energy
161,0.0043,0.0017,0.0021,0.0335,0.0413,0.0332,0.0988,0.0173,0.0632,0.2375,0.0123,0.0196,0.2490,0.0555,0.0375,0.0349
162,0.0079,0.0000,0.0154,0.0355,0.0506,0.0155,0.0706,0.0224,0.0757,0.0149,0.0036,0.0017,0.1308,0.0600,0.0670,0.0735
163,0.0059,0.0120,0.0024,0.0176,0.0628,0.0221,0.1654,0.0607,0.0641,0.1725,0.0017,0.0119,0.2059,0.1540,0.1348,0.0665
164,0.0026,0.0230,0.0287,0.0137,0.0333,0.0094,0.0472,0.0227,0.0372,0.1208,0.0127,0.0099,0.1701,0.0611,0.1265,0.0083
165,0.0040,0.0170,0.0151,0.0150,0.0353,0.0923,0.0581,0.0336,0.0437,0.0955,0.0472,0.0824,0.2305,0.1105,0.0880,0.0285
166,0.0049,0.0011,0.0120,0.0255,0.0825,0.0864,0.0853,0.0646,0.0430,0.0758,0.0306,0.0196,0.3102,0.1049,0.0630,0.0476
167,0.0053,0.0159,0.0155,0.0417,0.0509,0.1379,0.0804,0.0712,0.0658,0.0598,0.0005,0.0104,0.1584,0.0703,0.1408,0.0288
168,0.0070,0.0100,0.0155,0.0306,0.0170,0.0378,0.1514,0.0548,0.0335,0.0000,0.0000,0.0000,0.2276,0.1048,0.1158,0.0095
169,0.0067,0.0116,0.0203,0.0187,0.0308,0.0208,0.0626,0.1103,0.0691,0.1379,0.0193,0.0223,0.2509,0.0363,0.1175,0.0065
170,0.0159,0.0257,0.0504,0.0212,0.0373,0.0433,0.0501,0.0527,0.0818,0.2491,0.0666,0.0619,0.1078,0.0447,0.0432,0.0260
171,0.0058,0.0152,0.0132,0.0289,0.0485,0.0943,0.0464,0.1121,0.1193,0.2992,0.1151,0.1365,0.1673,0.0544,0.1095,0.0228
172,0.0073,0.0020,0.0182,0.0131,0.0376,0.0223,0.0591,0.0639,0.0625,0.2807,0.1286,0.0660,0.1664,0.0244,0.0832,0.0575
173,0.0059,0.0010,0.0028,0.0271,0.0039,0.0273,0.1504,0.0782,0.0592,0.0932,0.0700,0.0621,0.1100,0.0917,0.0559,0.0015
174,0.0044,0.0010,0.0014,0.0304,0.0456,0.0277,0.1324,0.0906,0.0793,0.2915,0.0869,0.2235,0.3497,0.1158,0.2080,0.0634
175,0.0051,0.0006,0.0067,0.0169,0.0240,0.0266,0.1002,0.0327,0.1175,0.0306,0.0053,0.0073,0.1938,0.0749,0.1161,0.0158
176,0.0074,0.0030,0.0044,0.0140,0.0339,0.0162,0.1833,0.0420,0.0598,0.0104,0.0009,0.0112,0.2512,0.0264,0.0723,0.0167
177,0.0012,0.0010,0.0030,0.0205,0.0203,0.0123,0.0000,0.0414,0.0502,0.0023,0.0033,0.0008,0.1952,0.0782,0.1024,0.0064
178,0.0100,0.0038,0.0130,0.0096,0.0231,0.0063,0.2063,0.0653,0.0907,0.0115,0.0091,0.0083,0.2951,0.0495,0.1231,0.0165
179,0.0106,0.0003,0.0016,0.0246,0.0398,0.0211,0.1733,0.0485,0.1192,0.0690,0.0434,0.0288,0.2390,0.0760,0.1385,0.0097
180,0.0029,0.0090,0.0073,0.0370,0.0339,0.0185,0.1053,0.0564,0.0629,0.1013,0.0417,0.0398,0.1719,0.0661,0.1053,0.0027
181,0.0106,0.0103,0.0186,0.0762,0.0389,0.0260,0.0993,0.1090,0.0680,0.2220,0.0768,0.0772,0.1276,0.0474,0.1173,0.0183
182,0.0040,0.0079,0.0077,0.0177,0.0567,0.0156,0.0000,0.0787,0.0219,0.1251,0.0743,0.0872,0.0754,0.0203,0.0059,0.0305
183,0.0052,0.0027,0.0018,0.0170,0.0427,0.0371,0.1304,0.0729,0.0579,0.0420,0.0069,0.0233,0.1728,0.0319,0.0566,0.0089
184,0.0019,0.0008,0.0019,0.0208,0.0546,0.0333,0.1104,0.0578,0.1134,0.0307,0.0045,0.0150,0.2427,0.0525,0.0840,0.0156
185,0.0011,0.0073,0.0064,0.0187,0.0461,0.0251,0.0880,0.1014,0.0328,0.0350,0.0174,0.0215,0.1548,0.1019,0.0513,0.0445
186,0.0016,0.0016,0.0012,0.0325,0.0113,0.0065,0.0779,0.1042,0.1047,0.0260,0.0066,0.0044,0.4321,0.0401,0.0889,0.0311
187,0.0084,0.0096,0.0031,0.0225,0.0295,0.0548,0.0838,0.1033,0.1102,0.0476,0.0245,0.0295,0.1988,0.0473,0.1926,0.0269
188,0.0023,0.0010,0.0062,0.0342,0.0315,0.0339,0.0776,0.0492,0.0981,0.1075,0.0169,0.0393,0.1810,0.0439,0.1863,0.0195
189,0.0121,0.0076,0.0549,0.0338,0.0285,0.0091,0.0715,0.0544,0.0711,0.0808,0.0252,0.0316,0.2714,0.0833,0.1061,0.0094
190,0.0067,0.0192,0.0370,0.0324,0.0622,0.0323,0.0924,0.0425,0.0914,0.0728,0.0655,0.0651,0.1611,0.0513,0.0959,0.0144
191,0.0007,0.0015,0.0019,0.0227,0.0134,0.0258,0.0000,0.0304,0.0606,0.1205,0.0378,0.0742,0.0964,0.0582,0.0551,0.0049
192,0.0038,0.0034,0.0042,0.0246,0.0193,0.0642,0.1357,0.0458,0.0230,0.0543,0.0094,0.0085,0.1382,0.0720,0.0784,0.0159
193,0.0031,0.0047,0.0027,0.0347,0.0507,0.0332,0.1398,0.0603,0.0253,0.1343,0.0480,0.0532,0.1506,0.0873,0.0905,0.0112
194,0.0014,0.0004,0.0001,0.0348,0.0146,0.0096,0.1618,0.0571,0.0793,0.1794,0.1427,0.1069,0.0793,0.0185,0.0229,0.0834
195,0.0026,0.0015,0.0052,0.0009,0.0105,0.0375,0.0000,0.0093,0.0361,0.0637,0.0421,0.0238,0.0876,0.0310,0.0399,0.0201
196,0.0009,0.0003,0.0005,0.0177,0.0293,0.0022,0.2597,0.0533,0.0854,0.1426,0.0707,0.1081,0.2047,0.0970,0.1802,0.0138
197,0.0033,0.0068,0.0100,0.0038,0.0291,0.0074,0.1964,0.0595,0.0631,0.1712,0.0824,0.0459,0.0681,0.0063,0.0066,0.0206
198,0.0051,0.0006,0.0170,0.0133,0.0054,0.0208,0.1761,0.0385,0.0381,0.1309,0.0831,0.0726,0.0624,0.0093,0.0299,0.0394
199,0.0088,0.0041,0.0071,0.0194,0.0204,0.0364,0.2143,0.0837,0.0409,0.1456,0.0728,0.1195,0.0369,0.0269,0.0127,0.0172
200,0.0156,0.0155,0.0124,0.0560,0.0117,0.0327,0.0000,0.1306,0.0639,0.1805,0.1555,0.1567,0.0128,0.0083,0.0144,0.0320
201,0.0009,0.0027,0.0023,0.0171,0.0053,0.0135,0.1983,0.0462,0.0969,0.0830,0.0611,0.0407,0.1396,0.1688,0.0922,0.0437
202,0.0013,0.0052,0.0001,0.0287,0.0394,0.0464,0.1999,0.0761,0.1158,0.1238,0.0628,0.0697,0.3393,0.1499,0.1962,0.0282
203,0.0021,0.0023,0.0045,0.0135,0.0489,0.0872,0.1007,0.0696,0.1085,0.0214,0.0277,0.0213,0.3472,0.0428,0.0701,0.0122
204,0.0016,0.0027,0.0014,0.0183,0.0259,0.0094,0.1188,0.0964,0.0837,0.1924,0.0807,0.1345,0.2049,0.0232,0.0943,0.0177
205,0.0038,0.0104,0.0083,0.0040,0.0170,0.0122,0.1967,0.0361,0.0514,0.1313,0.1068,0.0687,0.1630,0.0532,0.2237,0.0144
206,0.0060,0.0034,0.0143,0.0211,0.0016,0.0172,0.0733,0.0349,0.0328,0.0506,0.0402,0.0385,0.2272,0.0416,0.0845,0.0164
207,0.0067,0.0028,0.0023,0.0295,0.0493,0.0207,0.0796,0.0644,0.0212,0.1331,0.0617,0.0752,0.2030,0.0372,0.0674,0.0288
208,0.0100,0.0082,0.0129,0.0134,0.0098,0.0209,0.0916,0.0846,0.1025,0.0523,0.0091,0.0054,0.3272,0.0590,0.0796,0.0159
209,0.0014,0.0022,0.0007,0.0182,0.0174,0.0066,0.2304,0.0608,0.0661,0.0059,0.0014,0.0014,0.2626,0.0455,0.1102,0.0069
210,0.0019,0.0001,0.0002,0.0267,0.0321,0.0676,0.3097,0.0783,0.1045,0.0846,0.0204,0.0418,0.1077,0.0628,0.0934,0.0113
211,0.0048,0.0014,0.0043,0.0208,0.0146,0.0383,0.2922,0.0816,0.0863,0.1531,0.0398,0.0173,0.1386,0.1046,0.0705,0.0307
212,0.0017,0.0021,0.0070,0.0387,0.0118,0.0144,0.1036,0.0881,0.0568,0.2147,0.1344,0.0452,0.2408,0.0668,0.0763,0.0388
213,0.0067,0.0004,0.0023,0.0612,0.0126,0.0087,0.1674,0.1431,0.0680,0.2549,0.1901,0.0283,0.2618,0.0668,0.0786,0.0640
214,0.0035,0.0061,0.0009,0.0141,0.0421,0.0060,0.1521,0.1108,0.0477,0.2967,0.1552,0.0671,0.1322,0.1107,0.0598,0.0393
215,0.0016,0.0004,0.0062,0.0088,0.0241,0.0138,0.1741,0.0880,0.1858,0.0245,0.0025,0.0040,0.3002,0.0767,0.1327,0.0633
216,0.0067,0.0035,0.0103,0.0118,0.0198,0.0151,0.1622,0.0734,0.1111,0.0000,0.0000,0.0000,0.2464,0.0600,0.1030,0.0793
217,0.0047,0.0007,0.0197,0.0114,0.0006,0.0129,0.1057,0.1018,0.1208,0.0608,0.0022,0.0184,0.1244,0.0844,0.0675,0.0206
218,0.0030,0.0006,0.0042,0.0216,0.0215,0.0012,0.2925,0.1032,0.0784,0.0859,0.0117,0.0458,0.1335,0.0903,0.0834,0.1157
219,0.0011,0.0019,0.0031,0.0110,0.0169,0.0076,0.1001,0.0444,0.0772,0.0260,0.0009,0.0087,0.3193,0.0682,0.0682,0.0323
220,0.0003,0.0004,0.0123,0.0164,0.0125,0.0039,0.2751,0.1015,0.0721,0.0000,0.0000,0.0000,0.3410,0.0417,0.1077,0.0046
221,0.0025,0.0005,0.0038,0.0065,0.0063,0.0083,0.0000,0.0850,0.0839,0.0006,0.0016,0.0003,0.3128,0.0894,0.1867,0.0035
222,0.0043,0.0028,0.0023,0.0050,0.0118,0.0607,0.0000,0.1747,0.0685,0.0031,0.0002,0.0103,0.2913,0.1427,0.1698,0.0194
223,0.0002,0.0007,0.0011,0.0053,0.0225,0.0234,0.0000,0.0612,0.0349,0.0071,0.0007,0.0055,0.1911,0.0347,0.1129,0.0168
224,0.0001,0.0016,0.0026,0.0071,0.0107,0.0054,0.0000,0.0516,0.0755,0.0099,0.0089,0.0008,0.1714,0.0244,0.0447,0.1073
225,0.0016,0.0048,0.0287,0.0016,0.0262,0.0163,0.0000,0.0705,0.0718,0.0102,0.0003,0.0015,0.2541,0.0306,0.0864,0.0249
226,0.0001,0.0026,0.0016,0.0031,0.0222,0.0117,0.1623,0.1049,0.0881,0.0230,0.0043,0.0030,0.2498,0.0774,0.2522,0.0829
227,0.0021,0.0011,0.0001,0.0021,0.0236,0.0840,0.1525,0.1151,0.0981,0.0000,0.0000,0.0000,0.2506,0.0483,0.0793,0.0384
228,0.0035,0.0028,0.0121,0.0071,0.0052,0.0297,0.0000,0.0337,0.0733,0.0099,0.0017,0.0023,0.1393,0.0363,0.1447,0.0320
229,0.0048,0.0083,0.0105,0.0051,0.0244,0.0027,0.0000,0.0542,0.0845,0.0274,0.0026,0.0183,0.2775,0.0552,0.1443,0.0164
230,0.0021,0.0005,0.0033,0.0070,0.0149,0.0067,0.0000,0.0690,0.0612,0.0294,0.0082,0.0136,0.2257,0.0860,0.0693,0.0360
231,0.0002,0.0001,0.0013,0.0059,0.0404,0.0266,0.0000,0.0506,0.0828,0.0268,0.0009,0.0086,0.2269,0.1083,0.1606,0.0139
232,0.0018,0.0001,0.0010,0.0066,0.0149,0.0017,0.0000,0.0415,0.0224,0.0080,0.0138,0.0141,0.0444,0.0054,0.0239,0.0246
233,0.0136,0.0039,0.0186,0.0036,0.0235,0.0113,0.0000,0.0200,0.0081,0.0163,0.0105,0.0149,0.0514,0.0129,0.0250,0.0042
234,0.0026,0.0025,0.0060,0.0130,0.0159,0.0059,0.0000,0.0145,0.0064,0.0155,0.0079,0.0196,0.0301,0.0102,0.0065,0.0074
235,0.0012,0.0004,0.0095,0.0118,0.0121,0.0162,0.0000,0.0174,0.0138,0.0132,0.0080,0.0137,0.0314,0.0068,0.0096,0.0034
236,0.0016,0.0016,0.0008,0.0069,0.0187,0.0068,0.0000,0.0253,0.0258,0.0066,0.0036,0.0089,0.0350,0.0082,0.0073,0.0099
237,0.0012,0.0049,0.0022,0.0130,0.0084,0.0116,0.0000,0.0347,0.0954,0.0652,0.0512,0.0479,0.1878,0.0412,0.0327,0.0518
238,0.0007,0.0005,0.0000,0.0043,0.0195,0.0122,0.0000,0.0402,0.0579,0.0341,0.0103,0.0187,0.1456,0.0768,0.0392,0.0174
239,0.0000,0.0026,0.0001,0.0025,0.0210,0.0091,0.0000,0.0783,0.0474,0.0053,0.0096,0.0114,0.2063,0.0311,0.1067,0.0088
240,0.0002,0.0070,0.0070,0.0205,0.0225,0.0276,0.0000,0.0839,0.0336,0.0333,0.0141,0.0226,0.1155,0.0238,0.0352,0.0158
241,0.0035,0.0010,0.0071,0.0036,0.0036,0.0039,0.0000,0.0048,0.0045,0.0033,0.0018,0.0015,0.0099,0.0025,0.0028,0.0144
242,0.0007,0.0040,0.0013,0.0047,0.0036,0.0029,0.0000,0.0000,0.0047,0.0028,0.0006,0.0017,0.0002,0.0007,0.0009,0.0099
243,0.0001,0.0008,0.0000,0.0034,0.0029,0.0023,0.0000,0.0000,0.0000,0.0131,0.0047,0.0052,0.0000,0.0000,0.0000,0.0079
244,0.0000,0.0007,0.0001,0.0078,0.0005,0.0027,0.0000,0.0001,0.0001,0.0033,0.0028,0.0024,0.0000,0.0000,0.0000,0.0090
245,0.0012,0.0003,0.0001,0.0010,0.0033,0.0100,0.0000,0.0001,0.0001,0.0103,0.0068,0.0104,0.0000,0.0000,0.0000,0.0026
246,0.0009,0.0037,0.0033,0.0069,0.0205,0.0134,0.0000,0.0442,0.0296,0.0318,0.0029,0.0123,0.1049,0.0117,0.0194,0.0135
247,0.0031,0.0007,0.0035,0.0015,0.0067,0.0155,0.0000,0.0044,0.0044,0.0349,0.0086,0.0112,0.0075,0.0047,0.0036,0.0114
248,0.0032,0.0032,0.0036,0.0087,0.0057,0.0033,0.0000,0.0001,0.0001,0.0259,0.0048,0.0150,0.0037,0.0017,0.0016,0.0035
249,0.0020,0.0010,0.0019,0.0024,0.0082,0.0056,0.0000,0.0078,0.0119,0.0178,0.0073,0.0144,0.0080,0.0005,0.0029,0.0068
250,0.0009,0.0007,0.0009,0.0040,0.0062,0.0029,0.0000,0.0027,0.0042,0.0045,0.0019,0.0072,0.0042,0.0016,0.0022,0.0032
251,0.0012,0.0012,0.0010,0.0019,0.0091,0.0113,0.0000,0.0256,0.0028,0.0091,0.0071,0.0109,0.0228,0.0031,0.0030,0.0104
252,0.0015,0.0006,0.0009,0.0048,0.0026,0.0031,0.0000,0.0000,0.0000,0.0060,0.0013,0.0016,0.0006,0.0008,0.0011,0.0085
253,0.0004,0.0005,0.0006,0.0023,0.0046,0.0048,0.0000,0.0000,0.0000,0.0015,0.0008,0.0008,0.0025,0.0011,0.0004,0.0068
254,0.0000,0.0004,0.0016,0.0037,0.0170,0.0094,0.0000,0.0519,0.0095,0.0403,0.0152,0.0199,0.0806,0.0152,0.0325,0.0034
255,0.0007,0.0011,0.0004,0.0009,0.0115,0.0198,0.0000,0.0374,0.0479,0.0084,0.0032,0.0012,0.1154,0.0275,0.0941,0.0150
256,0.0005,0.0017,0.0007,0.0063,0.0085,0.0021,0.0000,0.0609,0.0286,0.0176,0.0005,0.0151,0.1060,0.0455,0.0339,0.0026
257,0.0088,0.0001,0.0052,0.0067,0.0164,0.0201,0.0000,0.0721,0.0711,0.0312,0.0078,0.0067,0.2457,0.1134,0.1218,0.0075
258,0.0001,0.0116,0.0098,0.0148,0.0058,0.0054,0.0000,0.0478,0.0315,0.0146,0.0218,0.0044,0.0419,0.0112,0.0096,0.0193
259,0.0038,0.0027,0.0068,0.0229,0.0078,0.0032,0.0000,0.0682,0.0106,0.0400,0.0043,0.0119,0.1175,0.0578,0.0373,0.0277
260,0.0021,0.0022,0.0025,0.0056,0.0215,0.0038,0.0000,0.0720,0.0365,0.0312,0.0061,0.0206,0.2431,0.0414,0.1465,0.0057
261,0.0024,0.0012,0.0005,0.0077,0.0083,0.0043,0.0000,0.0927,0.0738,0.0218,0.0189,0.0109,0.1663,0.0468,0.1703,0.0047
262,0.0095,0.0062,0.0150,0.0088,0.0077,0.0239,0.2474,0.1112,0.0625,0.0227,0.0015,0.0010,0.3029,0.0516,0.0984,0.0158
263,0.0066,0.0067,0.0155,0.0054,0.0009,0.0071,0.2373,0.0695,0.0869,0.0390,0.0003,0.0117,0.2008,0.0675,0.0767,0.0099
264,0.0035,0.0022,0.0083,0.0124,0.0132,0.0267,0.2684,0.1200,0.1218,0.0029,0.0016,0.0095,0.1491,0.0566,0.2289,0.0022
265,0.0101,0.0029,0.0114,0.0136,0.0075,0.0125,0.2885,0.1302,0.0777,0.0091,0.0025,0.0032,0.1962,0.0661,0.0734,0.0089
266,0.0064,0.0168,0.0139,0.0030,0.0081,0.0084,0.1590,0.1094,0.0669,0.0081,0.0025,0.0025,0.3619,0.0546,0.1074,0.0179
267,0.0003,0.0010,0.0043,0.0138,0.0501,0.0121,0.3001,0.0778,0.1005,0.0056,0.0003,0.0034,0.2158,0.0862,0.2193,0.0136
268,0.0013,0.0002,0.0034,0.0171,0.0034,0.0103,0.0000,0.0962,0.0493,0.0098,0.0032,0.0032,0.2130,0.0692,0.1186,0.0253
269,0.0008,0.0007,0.0000,0.0054,0.0249,0.0126,0.0000,0.0760,0.0542,0.0233,0.0100,0.0080,0.1467,0.1463,0.0736,0.0034
270,0.0084,0.0091,0.0115,0.0143,0.0186,0.0256,0.0000,0.0515,0.0377,0.0208,0.0134,0.0109,0.1256,0.0530,0.0701,0.0104
271,0.0056,0.0087,0.0084,0.0108,0.0475,0.0205,0.2029,0.0575,0.0955,0.0122,0.0068,0.0118,0.2075,0.0777,0.1960,0.0025
272,0.0149,0.0225,0.0211,0.0062,0.0233,0.0050,0.2124,0.1126,0.0491,0.0217,0.0129,0.0418,0.1777,0.0400,0.0705,0.0087
273,0.0059,0.0049,0.0028,0.0341,0.0468,0.0148,0.0000,0.0928,0.0108,0.0233,0.0285,0.0321,0.2187,0.1217,0.0823,0.0178
274,0.0027,0.0022,0.0032,0.0102,0.0398,0.0182,0.0000,0.0414,0.0212,0.0080,0.0149,0.0232,0.1399,0.0322,0.1220,0.0165
275,0.0107,0.0091,0.0109,0.0402,0.0861,0.0566,0.0000,0.0343,0.0351,0.0616,0.0218,0.0400,0.1886,0.0749,0.1044,0.0155
276,0.0049,0.0085,0.0091,0.0257,0.0121,0.0112,0.0000,0.0599,0.0250,0.0116,0.0073,0.0089,0.2292,0.0644,0.1392,0.0033
277,0.0008,0.0061,0.0074,0.0032,0.0272,0.0380,0.0000,0.1192,0.1130,0.0454,0.0186,0.0236,0.3437,0.1987,0.2055,0.0044
278,0.0038,0.0012,0.0062,0.0092,0.0112,0.0208,0.2650,0.1123,0.1138,0.0237,0.0092,0.0268,0.3704,0.1931,0.1919,0.0182
279,0.0063,0.0040,0.0167,0.0072,0.0196,0.0146,0.1818,0.1250,0.0906,0.0409,0.0141,0.0381,0.2215,0.0704,0.2706,0.0178
280,0.0031,0.0042,0.0076,0.0353,0.0076,0.0150,0.2076,0.0572,0.0573,0.0862,0.0516,0.0597,0.1997,0.1021,0.3176,0.0041
281,0.0094,0.0180,0.0185,0.0097,0.0242,0.0129,0.2128,0.0464,0.0842,0.0979,0.0074,0.0263,0.1927,0.0699,0.1920,0.0021
282,0.0057,0.0012,0.0040,0.0280,0.0081,0.0202,0.2909,0.0989,0.1177,0.0941,0.0262,0.0487,0.2291,0.0838,0.0618,0.0248
283,0.0066,0.0016,0.0059,0.0055,0.0036,0.0103,0.2255,0.0687,0.0585,0.0637,0.0063,0.0302,0.1861,0.0696,0.0961,0.0048
284,0.0178,0.0035,0.0109,0.0307,0.0612,0.0537,0.0000,0.0649,0.0843,0.1005,0.0083,0.0338,0.2724,0.0525,0.1460,0.0171
285,0.0037,0.0006,0.0066,0.0235,0.0138,0.0055,0.0000,0.0278,0.0731,0.0763,0.0018,0.0201,0.1589,0.0944,0.0815,0.0248
286,0.0066,0.0071,0.0145,0.0221,0.0100,0.0245,0.0000,0.0241,0.0398,0.0606,0.0032,0.0238,0.0769,0.0483,0.0429,0.0057
287,0.0030,0.0032,0.0054,0.0060,0.0109,0.0044,0.0000,0.0830,0.0881,0.1213,0.0173,0.0249,0.1451,0.0350,0.0799,0.0432
288,0.0022,0.0003,0.0058,0.0106,0.0450,0.0335,0.0000,0.1036,0.1001,0.0902,0.0074,0.0236,0.1413,0.0547,0.0964,0.0140
289,0.0053,0.0088,0.0078,0.0321,0.0201,0.0499,0.0000,0.0312,0.0508,0.0596,0.0431,0.0482,0.1705,0.0911,0.1003,0.0225
290,0.0078,0.0141,0.0179,0.0410,0.0090,0.0211,0.0000,0.0753,0.0320,0.0508,0.0185,0.0332,0.0934,0.0537,0.0705,0.0079
291,0.0023,0.0046,0.0055,0.0078,0.0075,0.0025,0.0000,0.0056,0.0039,0.0394,0.0310,0.0155,0.0164,0.0084,0.0067,0.0114
292,0.0012,0.0066,0.0120,0.0033,0.0027,0.0075,0.0000,0.0117,0.0265,0.0263,0.0140,0.0146,0.0509,0.0126,0.0177,0.0102
293,0.0025,0.0030,0.0049,0.0031,0.0024,0.0047,0.0000,0.0168,0.0154,0.0168,0.0021,0.0054,0.0288,0.0104,0.0096,0.0046
294,0.0005,0.0003,0.0008,0.0066,0.0070,0.0051,0.0000,0.0000,0.0072,0.0100,0.0070,0.0068,0.0090,0.0024,0.0001,0.0107
295,0.0004,0.0025,0.0011,0.0038,0.0047,0.0086,0.0000,0.0029,0.0128,0.0306,0.0125,0.0138,0.0087,0.0024,0.0012,0.0037
296,0.0025,0.0005,0.0007,0.0115,0.0163,0.0101,0.0000,0.0008,0.0007,0.0448,0.0118,0.0139,0.0107,0.0032,0.0076,0.0252
297,0.0019,0.0010,0.0082,0.0113,0.0047,0.0125,0.0000,0.0017,0.0001,0.0359,0.0033,0.0137,0.0120,0.0034,0.0190,0.0230
298,0.0008,0.0035,0.0005,0.0291,0.0268,0.0047,0.0000,0.0183,0.0427,0.0167,0.0155,0.0299,0.0252,0.0089,0.0353,0.0071
299,0.0002,0.0004,0.0007,0.0105,0.0111,0.0064,0.0000,0.0082,0.0145,0.0254,0.0107,0.0241,0.0118,0.0035,0.0098,0.0280
300,0.0079,0.0022,0.0136,0.0118,0.0090,0.0291,0.0000,0.0462,0.0361,0.0467,0.0145,0.0310,0.0538,0.0600,0.0616,0.0125
301,0.0071,0.0064,0.0078,0.0028,0.0070,0.0072,0.0000,0.0270,0.0205,0.0329,0.0177,0.0229,0.1054,0.0902,0.0763,0.0019
302,0.0107,0.0041,0.0175,0.0119,0.0222,0.0120,0.0000,0.0410,0.0104,0.0303,0.0162,0.0296,0.0933,0.0211,0.0741,0.0190
303,0.0084,0.0091,0.0105,0.0262,0.0240,0.0295,0.0000,0.0205,0.0214,0.0440,0.0083,0.0438,0.0635,0.0245,0.0701,0.0251
304,0.0044,0.0039,0.0140,0.0099,0.0246,0.0128,0.0000,0.0701,0.0340,0.0550,0.0323,0.0171,0.2487,0.1540,0.1876,0.0037
305,0.0085,0.0122,0.0171,0.0114,0.0241,0.0317,0.2071,0.0600,0.0791,0.0618,0.0477,0.0199,0.2267,0.0624,0.0577,0.0058
306,0.0146,0.0109,0.0318,0.0116,0.0114,0.0310,0.1103,0.0972,0.0939,0.0674,0.0353,0.0202,0.2643,0.0554,0.0683,0.0055
307,0.0023,0.0047,0.0082,0.0238,0.0057,0.0138,0.2160,0.0705,0.0840,0.0394,0.0147,0.0189,0.1635,0.0602,0.0588,0.0048
308,0.0039,0.0008,0.0012,0.0057,0.0042,0.0356,0.0000,0.1188,0.0546,0.0188,0.0258,0.0207,0.2473,0.1581,0.0609,0.0017
309,0.0072,0.0039,0.0049,0.0162,0.0122,0.0317,0.1681,0.0728,0.0333,0.0397,0.0289,0.0204,0.0969,0.1095,0.0478,0.0118
310,0.0011,0.0032,0.0038,0.0035,0.0111,0.0086,0.0000,0.0768,0.0456,0.0220,0.0133,0.0148,0.1769,0.1569,0.0707,0.0045
311,0.0037,0.0106,0.0141,0.0069,0.0085,0.0153,0.1590,0.0610,0.0499,0.0183,0.0158,0.0145,0.1485,0.0344,0.0796,0.0223
312,0.0053,0.0053,0.0103,0.0104,0.0039,0.0366,0.0000,0.0691,0.0555,0.0234,0.0080,0.0074,0.2259,0.0677,0.1229,0.0092
313,0.0014,0.0010,0.0026,0.0156,0.0079,0.0066,0.0000,0.0599,0.0235,0.0323,0.0056,0.0189,0.1252,0.0161,0.0481,0.0175
314,0.0010,0.0227,0.0356,0.0146,0.0065,0.0135,0.0000,0.0035,0.0083,0.0711,0.0227,0.0246,0.0433,0.0026,0.0052,0.0244
315,0.0012,0.0040,0.0029,0.0138,0.0041,0.0091,0.0000,0.0001,0.0084,0.0491,0.0085,0.0341,0.0030,0.0001,0.0033,0.0125
316,0.0031,0.0028,0.0098,0.0053,0.0022,0.0144,0.0000,0.0006,0.0018,0.0645,0.0168,0.0119,0.0099,0.0049,0.0068,0.0116
317,0.0011,0.0016,0.0013,0.0056,0.0056,0.0058,0.0000,0.0071,0.0180,0.0822,0.0130,0.0257,0.0130,0.0034,0.0092,0.0128
318,0.0085,0.0008,0.0045,0.0027,0.0158,0.0234,0.0000,0.0118,0.0163,0.0475,0.0054,0.0230,0.0484,0.0057,0.0060,0.0040
319,0.0011,0.0047,0.0071,0.0114,0.0042,0.0106,0.0000,0.0001,0.0001,0.0532,0.0075,0.0205,0.0044,0.0015,0.0033,0.0079
320,0.0043,0.0054,0.0062,0.0170,0.0237,0.0159,0.0000,0.0072,0.0172,0.0638,0.0125,0.0167,0.0131,0.0007,0.0028,0.0111
321,0.0001,0.0007,0.0005,0.0120,0.0132,0.0058,0.0000,0.0100,0.0154,0.0222,0.0116,0.0127,0.0099,0.0008,0.0174,0.0042
322,0.0044,0.0015,0.0048,0.0089,0.0052,0.0064,0.0000,0.0050,0.0003,0.0475,0.0017,0.0048,0.0020,0.0006,0.0024,0.0055
323,0.0018,0.0011,0.0016,0.0128,0.0094,0.0120,0.0000,0.0177,0.0105,0.0403,0.0040,0.0021,0.0147,0.0025,0.0022,0.0094
324,0.0047,0.0011,0.0014,0.0083,0.0077,0.0108,0.0000,0.0115,0.0023,0.0395,0.0120,0.0315,0.0196,0.0175,0.0140,0.0061
325,0.0015,0.0031,0.0008,0.0143,0.0106,0.0110,0.0000,0.0558,0.0278,0.0182,0.0170,0.0180,0.0266,0.0127,0.0063,0.0111
326,0.0023,0.0014,0.0051,0.0107,0.0068,0.0033,0.0000,0.0435,0.0580,0.0307,0.0175,0.0053,0.1070,0.0405,0.0282,0.0093
327,0.0012,0.0004,0.0016,0.0111,0.0073,0.0077,0.0000,0.0016,0.0021,0.0307,0.0051,0.0086,0.0055,0.0025,0.0079,0.0046
328,0.0040,0.0043,0.0052,0.0130,0.0136,0.0146,0.0000,0.0431,0.0120,0.0276,0.0065,0.0164,0.0327,0.0449,0.0139,0.0156
