generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta
589,21.0,46.0,749,-0.0351,0.0072,0.4486,0.4539,-0.2088,0.2052,1.3685,0.5721,0.0000,0.0000,0.0000
590,26.5,79.0,1013,-0.0269,0.0123,0.3654,0.6353,-0.3846,-0.0426,1.3939,0.5572,0.0000,0.0000,0.0000
591,36.8,95.0,1443,-0.0302,0.0085,0.2534,0.4483,-0.4730,0.3712,1.3832,0.5294,0.0000,0.0000,0.0000
592,21.9,54.0,770,-0.0377,0.0038,0.4067,0.4147,-0.4985,0.2582,0.9860,0.5235,0.0000,0.0000,0.0000
593,30.7,109.0,1231,-0.0293,0.0114,0.3229,0.6567,-0.4267,0.1803,1.1312,0.5241,0.0000,0.0000,0.0000
594,26.7,66.0,1053,-0.0485,0.0014,0.2593,0.6474,-0.5886,0.3910,1.1025,0.5518,0.0000,0.0000,0.0000
595,24.8,84.0,960,-0.0326,0.0021,0.3945,0.5200,-0.3988,-0.2321,1.0685,0.5455,0.0000,0.0000,0.0000
596,33.8,100.0,1327,-0.0166,0.0122,0.4011,0.5705,-0.4066,0.1603,1.1089,0.5654,0.0000,0.0000,0.0000
597,20.5,57.0,823,-0.0444,0.0098,0.3199,0.6455,-0.4437,0.2008,1.3092,0.5763,0.0000,0.0000,0.0000
598,18.2,49.0,771,-0.0413,0.0075,0.2621,0.2962,-0.4034,0.2432,1.2918,0.5406,0.0000,0.0000,0.0000
599,22.1,58.0,907,-0.0360,0.0124,0.2418,0.4649,-0.4129,0.2505,1.2026,0.5796,0.0000,0.0000,0.0000
600,17.2,45.0,698,-0.0504,0.0097,0.2924,0.4035,-0.0743,0.2603,1.2227,0.5149,0.0000,0.0000,0.0000
601,21.1,60.0,764,-0.0131,0.0122,0.1742,0.3955,-0.1836,0.2533,1.1193,0.4807,0.0000,0.0000,0.0000
602,29.4,74.0,1201,-0.0309,0.0070,0.2884,0.6312,-0.5097,0.2133,1.0991,0.5470,0.0000,0.0000,0.0000
603,22.1,57.0,777,-0.0324,0.0055,0.2121,0.6402,-0.4536,0.0103,1.1103,0.4737,0.0000,0.0000,0.0000
604,23.3,53.0,876,-0.0468,0.0058,0.3135,0.6208,-0.4697,0.1138,1.1434,0.5442,0.0000,0.0000,0.0000
605,19.4,49.0,784,-0.0474,0.0122,0.1938,0.4136,-0.4107,0.2886,1.2122,0.5999,0.0000,0.0000,0.0000
606,24.5,56.0,1033,-0.0261,0.0171,0.2524,0.4449,-0.4402,0.1573,1.4126,0.5403,0.0000,0.0000,0.0000
607,18.5,52.0,737,-0.0207,0.0117,0.1922,0.4722,-0.4341,0.1658,1.4534,0.5802,0.0000,0.0000,0.0000
608,33.5,95.0,1383,-0.0152,0.0150,0.2051,0.2511,-0.4408,0.2928,1.4535,0.4664,0.0000,0.0000,0.0000
609,19.0,60.0,733,-0.0462,0.0165,0.3132,0.6155,-0.4640,0.1345,1.3873,0.5569,0.0000,0.0000,0.0000
610,22.2,53.0,767,-0.0466,0.0115,0.2834,0.3214,-0.4655,0.3016,1.1472,0.5657,0.0000,0.0000,0.0000
611,20.4,66.0,733,-0.0393,0.0209,0.1732,0.4071,-0.4821,0.3809,1.1852,0.5035,0.0000,0.0000,0.0000
612,23.7,61.0,841,-0.0712,0.0058,0.2197,0.3420,-0.4050,0.4132,1.2187,0.5676,0.0000,0.0000,0.0000
613,20.2,54.0,703,-0.0407,0.0043,0.2446,0.4685,-0.4022,0.2097,1.1208,0.5990,0.0000,0.0000,0.0000
614,23.9,67.0,897,-0.0300,0.0069,0.2253,0.4700,-0.3512,0.2316,1.1509,0.5890,0.0000,0.0000,0.0000
615,23.7,57.0,1000,-0.0261,0.0057,0.1857,0.3349,-0.4000,0.3502,1.2028,0.6207,0.0000,0.0000,0.0000
616,27.6,78.0,1095,-0.0200,0.0056,0.1459,0.2412,-0.4582,0.1488,1.2263,0.4876,0.0000,0.0000,0.0000
617,22.9,59.0,853,-0.0282,0.0059,0.1377,0.2374,-0.4828,0.2773,1.1984,0.5072,0.0000,0.0000,0.0000
618,21.2,57.0,890,-0.0195,0.0171,0.1071,0.2403,-0.4412,0.1965,1.2858,0.5553,0.0000,0.0000,0.0000
619,18.7,47.0,658,-0.0288,0.0100,0.2418,0.4402,-0.1424,0.1653,1.2707,0.5811,0.0000,0.0000,0.0000
620,16.9,44.0,649,-0.0241,0.0114,0.1834,0.3323,-0.0850,0.2999,1.1022,0.5506,0.0000,0.0000,0.0000
621,24.8,70.0,916,-0.0284,0.0153,0.1408,0.2788,-0.4683,0.2142,0.8770,0.5580,0.0000,0.0000,0.0000
622,32.2,84.0,1273,-0.0320,0.0117,0.2075,0.6101,-0.4150,0.4252,1.2673,0.6164,0.0000,0.0000,0.0000
623,20.4,51.0,800,-0.0093,0.0184,0.2013,0.4201,-0.5267,0.5611,1.3507,0.5887,0.0000,0.0000,0.0000
624,35.6,88.0,1409,-0.0296,0.0026,0.2581,0.4911,-0.2999,0.4164,1.3611,0.5115,0.0000,0.0000,0.0000
625,19.7,45.0,731,-0.0376,0.0061,0.2385,0.1694,-0.2750,0.4445,1.6252,0.5212,0.0000,0.0000,0.0000
626,17.2,43.0,736,-0.0207,0.0174,0.2938,0.2670,-0.4516,0.2505,1.4013,0.5903,0.0000,0.0000,0.0000
627,22.6,56.0,833,-0.0377,0.0110,0.3238,0.2227,-0.4172,0.3603,1.6823,0.5686,0.0000,0.0000,0.0000
628,21.2,51.0,764,-0.0263,0.0085,0.3053,0.5057,-0.5150,0.1984,1.6883,0.5918,0.0000,0.0000,0.0000
629,21.5,60.0,807,-0.0395,0.0121,0.3210,0.3031,-0.3115,0.2072,1.8837,0.5038,0.0000,0.0000,0.0000
630,18.6,44.0,778,-0.0574,0.0070,0.5116,0.3348,-0.4202,0.4431,2.0296,0.5697,0.0000,0.0000,0.0000
631,25.9,70.0,1132,-0.0251,0.0052,0.3006,0.5519,-0.3748,0.2499,2.0051,0.5371,0.0000,0.0000,0.0000
632,19.1,72.0,752,-0.0230,0.0172,0.2397,0.6035,-0.5254,0.2145,1.9552,0.5304,0.0000,0.0000,0.0000
633,23.3,68.0,1014,-0.0155,0.0082,0.4220,0.5464,-0.4758,0.2396,2.1949,0.5715,0.0000,0.0000,0.0000
634,20.6,59.0,762,-0.0315,0.0078,0.3120,0.3705,-0.2051,0.1645,2.1854,0.5463,0.0000,0.0000,0.0000
635,20.8,62.0,797,-0.0281,0.0121,0.3191,0.4082,-0.3701,0.2086,1.9135,0.5477,0.0000,0.0000,0.0000
636,20.6,54.0,748,-0.0456,0.0131,0.4407,0.5688,-0.4454,0.3105,1.8601,0.5752,0.0000,0.0000,0.0000
637,22.7,51.0,815,-0.0524,0.0076,0.3432,0.5416,-0.4451,0.2578,1.7514,0.5572,0.0000,0.0000,0.0000
638,21.8,47.0,809,-0.0329,0.0094,0.3750,0.4576,-0.5254,0.2874,1.6985,0.5863,0.0000,0.0000,0.0000
639,20.0,55.0,804,-0.0313,0.0068,0.3247,0.5910,-0.4859,0.0615,1.6554,0.4955,0.0000,0.0000,0.0000
640,23.5,74.0,934,-0.0538,0.0095,0.2484,0.4986,-0.5079,0.1189,1.5556,0.5182,0.0000,0.0000,0.0000
641,19.2,45.0,721,-0.0459,0.0128,0.5249,0.5578,-0.4496,0.2149,1.7578,0.6250,0.0000,0.0000,0.0000
642,17.0,61.0,715,-0.0317,0.0121,0.2429,0.2853,-0.4513,-0.0739,1.7455,0.5630,0.0000,0.0000,0.0000
643,27.4,74.0,1166,-0.0150,0.0285,0.2595,0.3963,-0.3791,0.2131,1.3157,0.5690,0.0000,0.0000,0.0000
644,19.0,48.0,771,-0.0381,0.0148,0.3165,0.2919,-0.4509,0.1910,1.3818,0.6037,0.0000,0.0000,0.0000
645,16.8,46.0,681,-0.0324,0.0092,0.2957,0.4486,-0.4061,0.2571,1.3535,0.5841,0.0000,0.0000,0.0000
646,21.4,54.0,801,-0.0309,0.0152,0.3422,0.3872,-0.4449,0.0428,1.3648,0.5323,0.0000,0.0000,0.0000
647,19.0,58.0,723,-0.0029,0.0074,0.2984,0.6192,-0.3976,0.1439,1.3581,0.5468,0.0000,0.0000,0.0000
648,19.2,44.0,789,-0.0254,0.0147,0.3022,0.5401,-0.4288,0.3302,1.3575,0.6113,0.0000,0.0000,0.0000
649,19.0,45.0,758,-0.0248,0.0107,0.3329,0.5630,-0.2848,0.4069,1.3026,0.6026,0.0000,0.0000,0.0000
650,20.9,53.0,864,-0.0344,0.0069,0.3090,0.2943,-0.5455,0.3282,1.2951,0.4827,0.0000,0.0000,0.0000
651,30.2,69.0,1169,-0.0065,0.0149,0.1605,0.3998,-0.4457,0.3083,0.7761,0.5552,0.0000,0.0000,0.0000
652,30.9,93.0,1288,-0.0195,0.0150,0.1748,0.3220,-0.2874,0.2243,0.7424,0.5608,0.0000,0.0000,0.0000
653,23.8,60.0,912,-0.0137,0.0091,0.2456,0.5250,-0.4204,0.3095,0.4406,0.5777,0.0000,0.0000,0.0000
654,30.3,75.0,1338,-0.0199,0.0168,0.4175,0.5422,-0.3762,0.2648,0.4595,0.5344,0.0000,0.0000,0.0000
655,21.8,67.0,881,-0.0274,0.0161,0.3557,0.1531,-0.4355,0.3259,0.6076,0.5554,0.0000,0.0000,0.0000
656,20.5,60.0,817,-0.0626,0.0164,0.3451,0.6233,-0.4277,0.2010,0.6076,0.5681,0.0000,0.0000,0.0000
657,21.9,63.0,896,-0.0479,0.0095,0.3974,0.5517,-0.5180,0.2222,0.6304,0.4967,0.0000,0.0000,0.0000
658,19.4,55.0,712,-0.0375,0.0103,0.3013,0.5424,-0.0484,0.2824,0.6350,0.5401,0.0000,0.0000,0.0000
659,34.1,82.0,1455,-0.0169,0.0220,0.3844,0.4254,-0.4122,0.3276,0.6184,0.4984,0.0000,0.0000,0.0000
660,23.4,63.0,886,-0.0184,0.0215,0.3709,0.4733,-0.4194,-0.3143,0.6335,0.5671,0.0000,0.0000,0.0000
661,22.9,55.0,829,-0.0182,0.0182,0.5563,0.5183,-0.4920,0.2587,0.7597,0.5425,0.0000,0.0000,0.0000
662,22.0,59.0,827,-0.0387,0.0088,0.5007,0.5313,-0.4361,0.1709,0.7688,0.5757,0.0000,0.0000,0.0000
663,21.4,67.0,819,-0.0454,0.0093,0.2559,0.3473,-0.5159,0.1871,1.9689,0.4770,0.0000,0.0000,0.0000
664,34.4,84.0,1378,-0.0402,0.0233,0.5491,0.6053,-0.4284,0.2450,2.6136,0.6193,0.0000,0.0000,0.0000
665,20.9,60.0,736,-0.0301,0.0084,0.5028,0.2589,-0.3650,-0.0491,3.0806,0.4481,0.0000,0.0000,0.0000
666,21.8,65.0,926,-0.0287,0.0161,0.4000,0.3841,-0.4879,0.1952,3.2560,0.5405,0.0000,0.0000,0.0000
667,23.3,68.0,887,-0.0304,0.0162,0.4998,0.4665,-0.5443,0.2139,3.3390,0.5685,0.0000,0.0000,0.0000
668,30.1,78.0,1299,-0.0251,0.0075,0.4014,0.4220,-0.3744,0.2570,3.5182,0.5107,0.0000,0.0000,0.0000
669,36.0,98.0,1462,-0.0247,0.0265,0.3992,0.5584,-0.3086,0.2659,3.6410,0.5152,0.0000,0.0000,0.0000
670,18.5,51.0,687,-0.0110,0.0052,0.5047,0.4196,-0.4295,-0.1435,3.5395,0.5335,0.0000,0.0000,0.0000
671,23.2,64.0,934,-0.0238,0.0119,0.4036,0.2186,-0.4880,0.1437,3.7296,0.5142,0.0000,0.0000,0.0000
672,21.0,52.0,878,-0.0232,0.0084,0.4681,0.2313,-0.4046,0.0698,3.5818,0.5574,0.0000,0.0000,0.0000
673,18.0,46.0,704,-0.0448,0.0109,0.4129,0.3172,-0.4782,0.3115,3.3370,0.5971,0.0000,0.0000,0.0000
674,19.2,47.0,685,-0.0541,0.0024,0.4393,0.4866,-0.3254,0.0996,3.0832,0.6012,0.0000,0.0000,0.0000
675,29.3,100.0,1224,-0.0159,0.0063,0.4494,0.4050,-0.2406,0.3995,2.4843,0.5332,0.0000,0.0000,0.0000
676,24.9,62.0,907,-0.0337,0.0072,0.4117,0.2509,-0.4545,0.0635,1.4037,0.5421,0.0000,0.0000,0.0000
677,18.9,56.0,709,-0.0479,0.0122,0.3201,0.2898,-0.4022,0.1822,1.4370,0.5580,0.0000,0.0000,0.0000
678,17.8,45.0,694,-0.0212,0.0124,0.5178,0.3500,-0.4169,0.1160,1.4370,0.5141,0.0000,0.0000,0.0000
679,18.6,54.0,665,-0.0539,0.0084,0.5041,0.3406,-0.4828,0.2296,1.4370,0.5281,0.0000,0.0000,0.0000
680,22.4,75.0,841,-0.0551,0.0122,0.5081,0.3374,-0.5386,0.2136,1.2875,0.5165,0.0000,0.0000,0.0000
681,26.4,81.0,1037,-0.0524,0.0173,0.4890,0.4629,-0.5760,0.1280,1.2875,0.5370,0.0000,0.0000,0.0000
682,23.6,78.0,862,-0.0209,0.0279,0.4708,0.4034,-0.4343,0.2093,1.1113,0.5170,0.0000,0.0000,0.0000
683,25.1,71.0,950,-0.0340,0.0242,0.4072,0.3145,-0.4452,0.3065,0.0000,0.5261,0.0000,0.0000,0.0000
684,22.9,69.0,816,-0.0374,0.0435,0.3920,0.3308,-0.3873,0.2020,0.0000,0.5699,0.0000,0.0000,0.0000
685,20.1,61.0,760,-0.0124,0.0334,0.3484,0.3077,-0.4787,0.0500,0.0000,0.5064,0.0000,0.0000,0.0000
686,23.5,80.0,845,-0.0449,0.0384,0.4345,0.2117,-0.4010,0.1079,0.0000,0.5161,0.0000,0.0000,0.0000
687,34.9,103.0,1373,-0.0166,0.0009,0.4068,0.3783,-0.2509,0.2109,0.0000,0.5205,0.0000,0.0000,0.0000
688,24.4,84.0,977,-0.0300,0.0117,0.3620,0.3358,-0.4333,0.2033,0.0000,0.4656,0.0000,0.0000,0.0000
689,25.4,60.0,953,-0.0443,0.0166,0.3554,0.1762,-0.4258,0.1387,0.0000,0.5969,0.0000,0.0000,0.0000
690,25.5,80.0,956,-0.0230,0.0107,0.3475,0.2617,-0.4443,-0.0910,0.0000,0.4574,0.0000,0.0000,0.0000
691,19.7,54.0,728,-0.0435,0.0018,0.4297,0.3131,-0.2341,0.2131,0.0000,0.4550,0.0000,0.0000,0.0000
692,31.7,77.0,1301,-0.0274,0.0011,0.4480,0.4152,-0.3649,-0.0516,0.0000,0.4579,0.0000,0.0000,0.0000
693,18.1,49.0,735,-0.0248,0.0046,0.4491,0.4974,-0.3218,-0.2064,0.0000,0.4458,0.0000,0.0000,0.0000
694,19.8,53.0,750,-0.0004,0.0123,0.5336,0.4637,-0.3803,0.2284,0.0000,0.5035,0.0000,0.0000,0.0000
695,20.5,66.0,862,-0.0584,0.0309,0.5099,0.4233,-0.4302,0.1372,0.0000,0.5159,0.0000,0.0000,0.0000
696,22.7,85.0,906,-0.0110,0.0097,0.4829,0.4409,-0.4507,0.2413,0.0000,0.5226,0.0000,0.0000,0.0000
697,16.6,44.0,695,-0.0378,0.0128,0.5598,0.2111,-0.2622,0.0768,0.0406,0.5902,0.0000,0.0000,0.0000
698,18.8,56.0,769,-0.0232,0.0089,0.4670,0.3263,-0.4268,0.0895,0.0406,0.5613,0.0000,0.0000,0.0000
699,30.5,65.0,1361,-0.0080,0.0054,0.4283,0.5780,-0.3631,0.0269,0.0406,0.4878,0.0000,0.0000,0.0000
700,25.1,63.0,1097,-0.0273,0.0210,0.4643,0.3785,-0.3611,0.0000,0.1791,0.6010,0.0000,0.0000,0.0000
701,20.9,60.0,873,-0.0252,0.0317,0.5204,0.3685,-0.4558,0.0000,0.1791,0.5703,0.0000,0.0000,0.0000
702,27.5,64.0,1230,-0.0276,0.0174,0.4947,0.4973,-0.3425,0.0000,0.1791,0.5643,0.0000,0.0000,0.0000
703,20.4,59.0,810,-0.0441,0.0009,0.4765,0.2308,-0.4673,-0.1503,0.1791,0.5216,0.0000,0.0000,0.0000
704,27.9,86.0,1176,-0.0288,0.0256,0.4783,0.3297,-0.3929,-0.0621,0.1791,0.5081,0.0000,0.0000,0.0000
705,19.8,54.0,768,-0.0258,0.0168,0.4655,0.3665,-0.5273,0.1465,0.1791,0.6048,0.0000,0.0000,0.0000
706,18.3,49.0,766,-0.0490,0.0168,0.5060,0.3675,-0.4428,0.1264,0.1791,0.4615,0.0000,0.0000,0.0000
707,19.7,55.0,735,-0.0160,0.0055,0.5243,0.4105,-0.3724,-0.0844,0.1790,0.5637,0.0000,0.0000,0.0000
708,19.8,52.0,819,-0.0476,0.0400,0.5228,0.2197,-0.3306,0.0000,0.1790,0.5813,0.0000,0.0000,0.0000
709,17.0,40.0,687,-0.0116,0.0101,0.4089,0.4020,-0.4676,0.0000,0.1790,0.5297,0.0000,0.0000,0.0000
710,38.8,91.0,1693,-0.0171,0.0290,0.4446,0.4334,-0.3304,0.0000,0.0000,0.5055,0.0000,0.0000,0.0000
711,19.6,85.0,799,-0.0410,0.0201,0.4338,0.4145,-0.4212,0.0710,0.0000,0.4616,0.0000,0.0000,0.0000
712,19.2,54.0,794,-0.0315,0.0095,0.4522,0.2871,-0.5822,0.0000,0.0000,0.5561,0.0000,0.0000,0.0000
713,19.0,55.0,736,-0.0676,0.0048,0.3979,0.2941,-0.3940,0.0551,0.0000,0.5283,0.0000,0.0000,0.0000
714,28.5,68.0,1266,-0.0228,0.0255,0.4661,0.5022,-0.3687,-0.2647,0.0000,0.5403,0.0000,0.0000,0.0000
715,18.5,51.0,794,-0.0246,0.0069,0.4833,0.3619,-0.5107,0.1256,0.0000,0.5516,0.0000,0.0000,0.0000
716,25.2,86.0,979,-0.0302,0.0183,0.4686,0.3184,-0.4267,0.1469,0.0000,0.5316,0.0000,0.0000,0.0000
717,18.6,58.0,745,-0.0295,0.0107,0.4421,0.3039,-0.4947,0.0000,0.0000,0.5456,0.0000,0.0000,0.0000
718,29.7,69.0,1251,-0.0308,0.0141,0.4695,0.3554,-0.3700,0.1179,0.0000,0.5882,0.0000,0.0000,0.0000
719,25.2,72.0,1018,-0.0348,0.0042,0.4985,0.2996,-0.4653,-0.0661,0.0000,0.5036,0.0000,0.0000,0.0000
720,21.1,57.0,851,-0.0203,0.0017,0.5442,0.3486,-0.4495,-0.0790,0.0000,0.5886,0.0000,0.0000,0.0000
721,19.2,54.0,715,-0.0521,0.0176,0.3993,0.5033,-0.4900,0.1330,2.8710,0.5852,0.0000,0.0000,0.0000
722,22.7,52.0,962,-0.0409,0.0174,0.3151,0.3315,-0.4220,0.2391,2.9071,0.5625,0.0000,0.0000,0.0000
723,29.4,64.0,1176,-0.0328,0.0265,0.5500,0.4184,-0.2713,-0.1698,2.9169,0.6236,0.0000,0.0000,0.0000
724,20.0,61.0,693,-0.0379,0.0063,0.4347,0.3501,-0.1871,-0.0245,2.9131,0.4855,0.0000,0.0000,0.0000
725,18.9,60.0,772,-0.0321,0.0031,0.4368,0.5106,-0.4361,0.1256,2.8809,0.5527,0.0000,0.0000,0.0000
726,19.1,49.0,782,-0.0483,0.0164,0.4470,0.4500,-0.3880,0.0589,2.8153,0.5391,0.0000,0.0000,0.0000
727,19.2,48.0,737,-0.0360,0.0053,0.4924,0.3458,-0.3768,0.2533,2.7447,0.5298,0.0000,0.0000,0.0000
728,24.0,89.0,922,-0.0592,0.0061,0.5241,0.5205,-0.3800,-0.1948,2.6685,0.5601,0.0000,0.0000,0.0000
729,27.6,63.0,1160,-0.0400,0.0156,0.4661,0.5684,-0.3816,-0.1632,2.6333,0.6502,0.0000,0.0000,0.0000
730,30.6,61.0,1259,-0.0459,0.0050,0.6284,0.5165,-0.2695,-0.2322,2.5548,0.6148,0.0000,0.0000,0.0000
731,17.7,41.0,739,-0.0386,0.0099,0.4949,0.5373,-0.3469,0.0706,1.1093,0.6209,0.0000,0.0000,0.0000
732,23.3,60.0,957,-0.0528,0.0031,0.4745,0.3919,-0.3916,0.2017,1.0414,0.5645,0.0000,0.0000,0.0000
733,31.2,83.0,1290,-0.0202,0.0073,0.4315,0.4543,-0.4031,0.0000,1.2135,0.5569,0.0000,0.0000,0.0000
734,24.2,72.0,889,-0.0425,0.0049,0.4263,0.3828,-0.3428,-0.1263,1.2260,0.5342,0.0000,0.0000,0.0000
735,24.1,71.0,945,-0.0442,0.0177,0.4328,0.4858,-0.3444,0.1341,1.1651,0.5508,0.0000,0.0000,0.0000
736,18.7,43.0,767,-0.0297,0.0077,0.3730,0.4762,-0.3427,-0.1265,1.1398,0.5942,0.0000,0.0000,0.0000
737,24.9,66.0,1064,-0.0333,0.0056,0.4152,0.4728,-0.4247,-0.0954,1.1343,0.5879,0.0000,0.0000,0.0000
738,26.8,63.0,1103,-0.0376,0.0123,0.4354,0.5524,-0.3417,-0.2114,1.1204,0.5900,0.0000,0.0000,0.0000
739,21.1,68.0,824,-0.0313,0.0214,0.4385,0.4847,-0.4370,-0.3017,1.0702,0.5597,0.0000,0.0000,0.0000
740,19.2,48.0,819,-0.0263,0.0046,0.4970,0.5486,-0.4404,0.0801,1.0520,0.5215,0.0000,0.0000,0.0000
741,24.5,69.0,943,-0.0486,0.0102,0.4092,0.4828,-0.2352,0.1631,1.0605,0.5350,0.0000,0.0000,0.0000
742,33.6,73.0,1332,-0.0374,0.0108,0.3981,0.5665,-0.0941,-0.0550,1.1810,0.6293,0.0000,0.0000,0.0000
743,21.1,65.0,932,-0.0361,0.0051,0.5828,0.5194,-0.4554,-0.0531,2.1830,0.5395,0.0000,0.0000,0.0000
744,19.4,56.0,797,-0.0363,0.0055,0.6383,0.3157,-0.2291,0.2187,2.2126,0.5531,0.0000,0.0000,0.0000
745,20.1,51.0,854,-0.0302,0.0104,0.4189,0.4278,-0.2312,-0.1955,2.9406,0.5898,0.0000,0.0000,0.0000
746,17.5,43.0,739,-0.0521,0.0156,0.4820,0.4069,-0.4338,-0.0453,2.9100,0.6261,0.0000,0.0000,0.0000
747,20.0,69.0,758,-0.0715,0.0053,0.4596,0.5340,-0.3642,0.1735,3.3745,0.5012,0.0000,0.0000,0.0000
748,17.1,42.0,769,-0.0455,0.0062,0.5070,0.3407,-0.4801,0.0000,3.5928,0.5864,0.0000,0.0000,0.0000
749,20.3,66.0,853,-0.0172,0.0042,0.5051,0.5333,-0.2217,0.2196,3.6310,0.5411,0.0000,0.0000,0.0000
750,31.4,83.0,1409,-0.0142,0.0026,0.5236,0.5525,-0.3818,0.0000,3.5056,0.5826,0.0000,0.0000,0.0000
751,20.4,58.0,781,-0.0525,0.0088,0.5144,0.3664,-0.3249,0.0000,3.2512,0.5901,0.0000,0.0000,0.0000
752,19.3,48.0,825,-0.0424,0.0161,0.4140,0.4867,-0.4374,0.0000,3.0364,0.6244,0.0000,0.0000,0.0000
753,25.1,78.0,1102,-0.0262,0.0172,0.4913,0.4809,-0.3895,-0.0858,3.1632,0.5573,0.0000,0.0000,0.0000
754,22.1,64.0,961,-0.0468,0.0106,0.4504,0.5595,-0.3940,0.0000,3.0374,0.5589,0.0000,0.0000,0.0000
755,17.9,65.0,694,-0.0637,0.0129,0.4634,0.4358,-0.3495,-0.0487,2.8373,0.5694,0.0000,0.0000,0.0000
756,18.1,44.0,847,-0.0163,0.0040,0.5334,0.5201,-0.3516,0.1806,2.8690,0.6018,0.0000,0.0000,0.0000
757,17.5,64.0,708,-0.0177,0.0295,0.4665,0.3749,-0.4384,-0.0991,2.4413,0.6088,0.0000,0.0000,0.0000
758,21.6,67.0,884,-0.0452,0.0128,0.4486,0.4048,-0.4980,0.0878,1.9896,0.5401,0.0000,0.0000,0.0000
759,33.5,85.0,1447,-0.0406,0.0030,0.4273,0.6859,-0.1174,-0.3041,0.9897,0.5223,0.0000,0.0000,0.0000
760,17.2,49.0,731,-0.0478,0.0105,0.3827,0.5180,-0.4107,-0.2324,0.9615,0.5882,0.0000,0.0000,0.0000
761,21.5,69.0,859,-0.0467,0.0047,0.4749,0.4669,-0.3447,0.1932,0.6832,0.5612,0.0000,0.0000,0.0000
762,25.5,69.0,1102,-0.0312,0.0113,0.4326,0.5546,-0.4183,0.0205,0.6953,0.5894,0.0000,0.0000,0.0000
763,19.5,52.0,843,-0.0413,0.0081,0.4316,0.2928,-0.4765,0.0577,0.6577,0.5322,0.0000,0.0000,0.0000
764,19.3,48.0,835,-0.0407,0.0070,0.4121,0.3279,-0.4294,0.0000,0.7466,0.6376,0.0000,0.0000,0.0000
765,23.2,74.0,982,-0.0244,0.0157,0.3761,0.5132,-0.4067,0.0000,0.7858,0.5084,0.0000,0.0000,0.0000
766,15.9,40.0,654,-0.0546,0.0244,0.3647,0.4854,-0.2489,-0.2847,0.7546,0.5652,0.0000,0.0000,0.0000
767,17.7,50.0,791,-0.0430,0.0100,0.3939,0.4379,-0.2713,0.0000,0.7742,0.5645,0.0000,0.0000,0.0000
768,23.2,59.0,1023,-0.0502,0.0069,0.4014,0.4501,-0.2983,-0.2670,0.8094,0.5480,0.0000,0.0000,0.0000
769,29.0,77.0,1250,-0.0326,0.0148,0.4097,0.3273,-0.3643,0.1489,0.6444,0.5697,0.0000,0.0000,0.0000
770,18.5,48.0,822,-0.0568,0.0081,0.3993,0.3247,-0.2697,0.2259,0.6442,0.6209,0.0000,0.0000,0.0000
771,26.5,115.0,1077,-0.0327,0.0129,0.3372,0.4426,-0.4538,0.2205,0.5977,0.4867,0.0000,0.0000,0.0000
772,18.7,53.0,764,-0.0557,0.0057,0.4106,0.3689,-0.4405,0.2145,0.7159,0.6155,0.0000,0.0000,0.0000
773,18.6,41.0,800,-0.0307,0.0136,0.2329,0.4328,-0.4226,0.2406,0.9788,0.5729,0.0000,0.0000,0.0000
774,21.9,69.0,901,-0.0530,0.0156,0.2822,0.4429,-0.4709,0.1745,0.9200,0.5087,0.0000,0.0000,0.0000
775,18.5,42.0,754,-0.0441,0.0170,0.4052,0.4439,-0.4890,0.0064,0.9718,0.6144,0.0000,0.0000,0.0000
776,19.9,60.0,847,-0.0351,0.0144,0.4768,0.4489,-0.3955,0.1767,0.9863,0.5379,0.0000,0.0000,0.0000
777,20.2,64.0,833,-0.0277,0.0266,0.4432,0.3952,-0.3346,0.2914,0.9377,0.5126,0.0000,0.0000,0.0000
778,21.2,58.0,904,-0.0381,0.0062,0.5178,0.4302,-0.4750,0.0786,1.1030,0.5550,0.0000,0.0000,0.0000
779,24.7,76.0,962,-0.0344,0.0065,0.4692,0.5472,-0.4567,0.1684,1.1532,0.5392,0.0000,0.0000,0.0000
780,23.7,66.0,945,-0.0609,0.0108,0.5129,0.5148,-0.5160,0.0452,1.1861,0.5756,0.0000,0.0000,0.0000
781,18.6,54.0,786,-0.0389,0.0050,0.5893,0.4476,-0.1438,0.2605,1.3386,0.5852,0.0000,0.0000,0.0000
782,19.6,57.0,692,-0.0381,0.0144,0.5780,0.4804,-0.4519,0.1721,1.6246,0.5117,0.0000,0.0000,0.0000
783,37.7,92.0,1514,-0.0385,0.0031,0.5226,0.6472,-0.2559,0.2010,1.6392,0.4952,0.0000,0.0000,0.0000
784,21.4,63.0,911,-0.0295,0.0035,0.4370,0.4952,-0.4376,0.0393,1.5779,0.5757,0.0000,0.0000,0.0000
785,23.3,60.0,944,-0.0422,0.0064,0.5208,0.4521,-0.5670,-0.0759,1.4170,0.5810,0.0000,0.0000,0.0000
786,21.0,52.0,832,-0.0482,0.0075,0.4480,0.2971,-0.4369,0.2722,1.4021,0.5522,0.0000,0.0000,0.0000
787,18.2,44.0,759,-0.0505,0.0054,0.3714,0.4897,-0.4548,0.0593,1.4012,0.6153,0.0000,0.0000,0.0000
788,20.7,65.0,769,-0.0844,0.0121,0.5142,0.3048,-0.4342,0.0676,1.3682,0.5504,0.0000,0.0000,0.0000
