generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta
7681,34.9,71.0,1439,-0.0335,0.0034,0.0994,0.5477,-0.3877,0.1781,0.0000,0.6414,0.0000,0.0000,0.0000
7682,19.4,55.0,680,-0.0566,0.0028,0.1054,0.4936,-0.5202,-0.0316,0.0000,0.5438,0.0000,0.0000,0.0000
7683,29.0,75.0,1128,-0.0381,0.0063,0.0981,0.4939,-0.3501,-0.1945,0.0000,0.5705,0.0000,0.0000,0.0000
7684,20.5,53.0,718,-0.0612,0.0102,0.0848,0.5347,-0.3349,-0.2225,0.0000,0.5964,0.0000,0.0000,0.0000
7685,33.0,80.0,1389,-0.0267,0.0100,0.1159,0.5027,-0.4411,-0.0759,0.0000,0.5571,0.0000,0.0000,0.0000
7686,19.4,51.0,737,-0.0520,0.0019,0.1524,0.4688,-0.2829,-0.1588,0.0000,0.5760,0.0000,0.0000,0.0000
7687,32.2,85.0,1305,-0.0298,0.0097,0.1174,0.5255,-0.3399,0.0711,0.0000,0.5572,0.0000,0.0000,0.0000
7688,22.2,55.0,813,-0.0462,0.0033,0.1161,0.5031,-0.5202,-0.1441,0.0000,0.6025,0.0000,0.0000,0.0000
7689,35.1,83.0,1455,-0.0176,0.0078,0.1035,0.4704,-0.2282,0.0936,0.0000,0.5791,0.0000,0.0000,0.0000
7690,18.4,52.0,682,-0.0367,0.0054,0.0957,0.5179,-0.2930,0.0000,0.0000,0.5860,0.0000,0.0000,0.0000
7691,36.8,92.0,1475,-0.0209,0.0094,0.1172,0.3990,-0.1967,-0.0382,0.0000,0.5149,0.0000,0.0000,0.0000
7692,26.9,67.0,1007,-0.0279,0.0052,0.0989,0.4937,-0.4354,0.1815,0.0000,0.5413,0.0000,0.0000,0.0000
7693,23.0,71.0,838,-0.0274,0.0018,0.1126,0.3920,-0.4606,0.0606,0.0000,0.4569,0.0000,0.0000,0.0000
7694,32.9,88.0,1211,-0.0230,0.0053,0.1649,0.4634,-0.2876,0.2516,0.0000,0.5591,0.0000,0.0000,0.0000
7695,18.9,51.0,685,-0.0420,0.0087,0.1314,0.4860,-0.4592,-0.0018,0.0000,0.5505,0.0000,0.0000,0.0000
7696,21.0,50.0,776,-0.0446,0.0070,0.0889,0.5022,-0.4439,0.1274,0.0000,0.5633,0.0000,0.0000,0.0000
7697,23.7,75.0,888,-0.0512,0.0043,0.0917,0.5030,-0.4297,-0.2375,0.0000,0.5478,0.0000,0.0000,0.0000
7698,22.6,57.0,811,-0.0390,0.0054,0.1003,0.5168,-0.2697,0.1833,0.0000,0.5779,0.0000,0.0000,0.0000
7699,20.2,56.0,731,-0.0648,0.0296,0.0866,0.4798,-0.4236,-0.1174,0.0000,0.5154,0.0000,0.0000,0.0000
7700,39.6,92.0,1516,-0.0317,0.0137,0.1263,0.3657,-0.3319,-0.2120,0.0000,0.5393,0.0000,0.0000,0.0000
7701,21.8,58.0,823,-0.0462,0.0005,0.0714,0.4131,-0.4768,0.1463,0.0000,0.5580,0.0000,0.0000,0.0000
7702,21.2,50.0,798,-0.0558,0.0008,0.0884,0.4596,-0.3954,-0.0798,0.0000,0.5087,0.0000,0.0000,0.0000
7703,18.9,65.0,628,-0.0684,0.0050,0.0933,0.4742,-0.5474,-0.1894,0.0000,0.5244,0.0000,0.0000,0.0000
7704,29.7,86.0,1238,-0.0322,0.0042,0.0888,0.4543,-0.4162,0.0274,0.0000,0.5441,0.0000,0.0000,0.0000
7705,21.2,78.0,710,-0.0522,0.0046,0.0919,0.4303,-0.5195,0.0472,0.0000,0.4660,0.0000,0.0000,0.0000
7706,21.7,60.0,885,-0.0194,0.0023,0.0595,0.5284,-0.3965,0.0741,0.0000,0.5597,0.0000,0.0000,0.0000
7707,25.8,64.0,923,-0.0438,0.0187,0.1088,0.5127,-0.3312,0.0631,0.0000,0.5588,0.0000,0.0000,0.0000
7708,29.1,70.0,1183,-0.0310,0.0092,0.1297,0.4931,-0.3407,0.1530,0.0000,0.5362,0.0000,0.0000,0.0000
7709,22.9,56.0,856,-0.0626,0.0026,0.0749,0.5150,-0.3755,-0.1294,0.0000,0.5878,0.0000,0.0000,0.0000
7710,32.4,79.0,1206,-0.0462,0.0098,0.0802,0.4605,-0.4169,-0.1493,0.0000,0.5124,0.0000,0.0000,0.0000
7711,27.2,73.0,1039,-0.0286,0.0095,0.1277,0.5035,-0.4419,0.1936,0.0000,0.5657,0.0000,0.0000,0.0000
7712,26.1,75.0,944,-0.0507,0.0136,0.0996,0.4174,-0.4573,0.0510,0.0000,0.5365,0.0000,0.0000,0.0000
7713,22.1,64.0,806,-0.0658,0.0034,0.1505,0.4800,-0.4203,-0.0423,0.0000,0.5752,0.0000,0.0000,0.0000
7714,22.8,69.0,853,-0.0429,0.0025,0.0937,0.4498,-0.4499,-0.1775,0.0000,0.4730,0.0000,0.0000,0.0000
7715,25.6,87.0,1011,-0.0562,0.0130,0.0967,0.5609,-0.4075,-0.4724,0.0000,0.4714,0.0000,0.0000,0.0000
7716,17.1,54.0,682,-0.0394,0.0006,0.1474,0.3074,-0.4260,-0.1106,0.0000,0.6067,0.0000,0.0000,0.0000
7717,18.2,42.0,716,-0.0642,0.0066,0.1070,0.5643,-0.4606,0.0000,0.0000,0.6181,0.0000,0.0000,0.0000
7718,25.0,78.0,916,-0.0327,0.0124,0.0724,0.5306,-0.5010,-0.1608,0.0000,0.5535,0.0000,0.0000,0.0000
7719,29.9,74.0,1145,-0.0278,0.0157,0.1396,0.5429,-0.4170,-0.2033,0.0000,0.5486,0.0000,0.0000,0.0000
7720,34.3,79.0,1473,-0.0241,0.0113,0.1248,0.4236,-0.4098,0.1079,0.0000,0.5536,0.0000,0.0000,0.0000
7721,24.9,70.0,963,-0.0389,0.0008,0.1476,0.4972,-0.4312,0.0791,0.0000,0.5123,0.0000,0.0000,0.0000
7722,20.5,54.0,810,-0.0309,0.0015,0.1546,0.5535,-0.2779,0.0442,0.0000,0.5202,0.0000,0.0000,0.0000
7723,20.1,70.0,708,-0.0298,0.0117,0.1570,0.5251,-0.3079,-0.0827,0.0000,0.5216,0.0000,0.0000,0.0000
7724,24.7,66.0,914,-0.0324,0.0148,0.1505,0.4584,-0.4720,-0.2076,0.0000,0.5815,0.0000,0.0000,0.0000
7725,20.8,54.0,736,-0.0652,0.0191,0.1058,0.4569,-0.0725,0.1877,0.0000,0.5452,0.0000,0.0000,0.0000
7726,31.6,82.0,1253,-0.0348,0.0169,0.1631,0.5130,-0.3040,0.0098,0.0000,0.6963,0.0000,0.0000,0.0000
7727,21.3,55.0,756,-0.0564,0.0072,0.1824,0.4635,-0.3830,-0.4759,0.0000,0.4844,0.0000,0.0000,0.0000
7728,17.6,46.0,675,-0.0387,0.0011,0.1232,0.4753,-0.1876,0.0328,0.0000,0.5581,0.0000,0.0000,0.0000
7729,19.9,74.0,710,-0.0496,0.0092,0.1078,0.4843,-0.4523,0.1348,0.0000,0.4517,0.0000,0.0000,0.0000
7730,33.5,96.0,1327,-0.0412,0.0106,0.0510,0.4167,-0.3934,0.0769,0.0000,0.5201,0.0000,0.0000,0.0000
7731,36.4,85.0,1547,-0.0244,0.0089,0.0969,0.3217,-0.3726,0.0997,0.0000,0.5291,0.0000,0.0000,0.0000
7732,23.3,70.0,926,-0.0397,0.0047,0.0998,0.4826,-0.3966,0.0118,0.0000,0.5082,0.0000,0.0000,0.0000
7733,23.2,57.0,794,-0.0564,0.0070,0.2065,0.5307,-0.3375,-0.0491,0.0000,0.5217,0.0000,0.0000,0.0000
7734,20.8,53.0,793,-0.0325,0.0024,0.1605,0.4750,-0.2501,-0.0137,0.0000,0.4700,0.0000,0.0000,0.0000
7735,21.9,66.0,778,-0.0442,0.0023,0.1448,0.5197,-0.3710,0.1256,0.0000,0.5551,0.0000,0.0000,0.0000
7736,23.4,74.0,903,-0.0310,0.0043,0.1226,0.5097,-0.3317,0.0000,0.0000,0.5214,0.0000,0.0000,0.0000
7737,23.4,90.0,790,-0.0294,0.0173,0.1342,0.4547,-0.4768,0.0165,0.0000,0.4540,0.0000,0.0000,0.0000
7738,20.2,68.0,796,-0.0518,0.0083,0.0953,0.4139,-0.5021,0.0075,0.0000,0.4791,0.0000,0.0000,0.0000
7739,30.8,81.0,1196,-0.0329,0.0073,0.1273,0.4878,-0.3295,-0.2717,0.0000,0.5745,0.0000,0.0000,0.0000
7740,18.9,59.0,675,-0.0504,0.0143,0.1104,0.4491,-0.5641,-0.2019,0.0000,0.5903,0.0000,0.0000,0.0000
7741,30.3,78.0,1275,-0.0322,0.0095,0.1147,0.2847,-0.3130,0.0000,0.0000,0.5495,0.0000,0.0000,0.0000
7742,21.1,66.0,783,-0.0358,0.0046,0.0742,0.5310,-0.4919,-0.0879,0.0000,0.4705,0.0000,0.0000,0.0000
7743,31.0,81.0,1233,-0.0433,0.0165,0.2003,0.4112,-0.3932,-0.2156,0.0000,0.6294,0.0000,0.0000,0.0000
7744,20.0,61.0,738,-0.0326,0.0097,0.1640,0.4486,-0.0571,0.0980,0.0000,0.5666,0.0000,0.0000,0.0000
7745,27.2,70.0,1174,-0.0363,0.0090,0.0957,0.5383,-0.2923,0.1279,0.0000,0.5337,0.0000,0.0000,0.0000
7746,29.5,68.0,1203,-0.0354,0.0226,0.1433,0.4579,-0.2946,0.2091,0.0000,0.6312,0.0000,0.0000,0.0000
7747,26.6,74.0,1035,-0.0316,0.0013,0.1649,0.5615,-0.4079,0.1707,0.0000,0.5205,0.0000,0.0000,0.0000
7748,21.4,61.0,747,-0.0436,0.0025,0.1487,0.5895,-0.1515,0.1021,0.0000,0.5526,0.0000,0.0000,0.0000
7749,32.6,79.0,1276,-0.0274,0.0101,0.1628,0.5416,-0.3815,0.0571,0.0000,0.5418,0.0000,0.0000,0.0000
7750,22.6,65.0,882,-0.0299,0.0067,0.1193,0.5336,-0.2952,0.0393,0.0000,0.5626,0.0000,0.0000,0.0000
7751,19.7,66.0,695,-0.0446,0.0084,0.2158,0.4727,-0.4463,0.0000,0.0000,0.4913,0.0000,0.0000,0.0000
7752,21.5,58.0,833,-0.0322,0.0052,0.1446,0.4749,-0.4583,-0.1993,0.0000,0.4305,0.0000,0.0000,0.0000
7753,30.1,87.0,1154,-0.0317,0.0044,0.1324,0.5585,-0.2868,0.2022,0.0000,0.5584,0.0000,0.0000,0.0000
7754,20.3,52.0,742,-0.0288,0.0021,0.1442,0.5791,-0.4335,-0.0210,0.0000,0.4759,0.0000,0.0000,0.0000
7755,25.9,72.0,992,-0.0312,0.0083,0.0803,0.4703,-0.4905,0.0000,0.0000,0.5674,0.0000,0.0000,0.0000
7756,24.0,58.0,893,-0.0370,0.0036,0.1191,0.4523,-0.2340,0.0000,0.0000,0.5575,0.0000,0.0000,0.0000
7757,20.6,52.0,727,-0.0533,0.0018,0.1239,0.2837,-0.3995,-0.2196,0.0000,0.5514,0.0000,0.0000,0.0000
7758,20.0,51.0,827,-0.0346,0.0047,0.1339,0.4134,-0.4288,-0.0585,0.0000,0.5728,0.0000,0.0000,0.0000
7759,23.0,68.0,890,-0.0207,0.0113,0.1090,0.6429,-0.4032,-0.0753,0.0000,0.5815,0.0000,0.0000,0.0000
7760,32.8,86.0,1404,-0.0142,0.0024,0.0953,0.2879,-0.2375,0.0000,0.0000,0.5736,0.0000,0.0000,0.0000
7761,20.2,53.0,771,-0.0322,0.0076,0.2062,0.2898,-0.4321,0.1549,0.0000,0.5032,0.0000,0.0000,0.0000
7762,27.4,67.0,1055,-0.0452,0.0093,0.0907,0.5897,-0.2565,-0.2909,0.0000,0.5480,0.0000,0.0000,0.0000
7763,21.3,62.0,750,-0.0264,0.0049,0.0703,0.4470,-0.4040,0.0223,0.0000,0.5400,0.0000,0.0000,0.0000
7764,20.1,51.0,700,-0.0689,0.0055,0.0665,0.3649,-0.3904,0.1132,0.0000,0.5853,0.0000,0.0000,0.0000
7765,21.5,52.0,791,-0.0434,0.0075,0.1134,0.4407,-0.4356,-0.1867,0.0000,0.5725,0.0000,0.0000,0.0000
7766,27.6,69.0,1062,-0.0168,0.0045,0.1255,0.3044,-0.2838,-0.2388,0.0000,0.6041,0.0000,0.0000,0.0000
7767,22.0,57.0,905,-0.0307,0.0043,0.1374,0.5034,-0.4558,0.1627,0.0000,0.5516,0.0000,0.0000,0.0000
7768,21.2,50.0,790,-0.0481,0.0097,0.2093,0.5183,-0.3176,0.0000,0.0000,0.5633,0.0000,0.0000,0.0000
7769,19.9,39.0,743,-0.0427,0.0013,0.1889,0.4271,-0.5304,0.0347,0.0000,0.5588,0.0000,0.0000,0.0000
7770,17.9,62.0,668,-0.0333,0.0010,0.1905,0.6193,-0.3215,0.2384,0.0000,0.5888,0.0000,0.0000,0.0000
7771,19.9,53.0,756,-0.0450,0.0065,0.2092,0.5188,-0.4560,0.0000,0.0000,0.4713,0.0000,0.0000,0.0000
7772,22.6,61.0,834,-0.0624,0.0230,0.1944,0.3695,-0.3724,0.0000,0.0000,0.5280,0.0000,0.0000,0.0000
7773,21.7,48.0,790,-0.0623,0.0076,0.1772,0.4828,-0.2759,0.0781,0.0000,0.6111,0.0000,0.0000,0.0000
7774,21.9,63.0,862,-0.0427,0.0103,0.2524,0.6248,-0.3530,0.0879,0.0000,0.5556,0.0000,0.0000,0.0000
7775,33.9,87.0,1427,-0.0406,0.0059,0.1949,0.4309,-0.3563,0.0000,0.0000,0.5437,0.0000,0.0000,0.0000
7776,27.5,66.0,1110,-0.0224,0.0070,0.1577,0.3098,-0.3937,0.0264,0.0000,0.5745,0.0000,0.0000,0.0000
7777,24.1,67.0,886,-0.0370,0.0077,0.1480,0.4408,-0.3956,0.1701,0.0000,0.5700,0.0000,0.0000,0.0000
7778,19.4,48.0,698,-0.0426,0.0182,0.1359,0.4791,-0.5275,-0.0608,0.0000,0.5155,0.0000,0.0000,0.0000
7779,22.9,53.0,778,-0.0421,0.0062,0.2356,0.4509,-0.4967,-0.0537,0.0000,0.6311,0.0000,0.0000,0.0000
7780,33.6,74.0,1335,-0.0412,0.0109,0.2567,0.3174,-0.4066,0.0000,0.0000,0.5104,0.0000,0.0000,0.0000
7781,21.8,57.0,898,-0.0379,0.0066,0.2181,0.3296,-0.3104,0.0000,0.0000,0.5398,0.0000,0.0000,0.0000
7782,22.0,58.0,805,-0.0640,0.0022,0.2135,0.2634,-0.4736,-0.1852,0.0000,0.5060,0.0000,0.0000,0.0000
7783,21.2,70.0,748,-0.0294,0.0021,0.2715,0.4068,-0.4892,0.0000,0.0000,0.5552,0.0000,0.0000,0.0000
7784,19.2,50.0,731,-0.0287,0.0037,0.2536,0.4448,-0.4140,0.0000,0.0000,0.5100,0.0000,0.0000,0.0000
7785,20.1,52.0,716,-0.0559,0.0066,0.2887,0.3841,-0.3860,0.0000,0.0000,0.5703,0.0000,0.0000,0.0000
7786,26.1,81.0,884,-0.0360,0.0065,0.2135,0.4800,-0.4362,0.0935,0.0000,0.5133,0.0000,0.0000,0.0000
7787,39.4,85.0,1619,-0.0259,0.0052,0.2256,0.6299,-0.3803,0.0000,0.0000,0.5583,0.0000,0.0000,0.0000
7788,22.9,48.0,847,-0.0305,0.0026,0.2479,0.4911,-0.3709,-0.1447,0.0000,0.5363,0.0000,0.0000,0.0000
7789,18.9,54.0,679,-0.0412,0.0016,0.2996,0.6232,-0.3951,0.0000,0.0000,0.4918,0.0000,0.0000,0.0000
7790,19.2,58.0,733,-0.0546,0.0136,0.2687,0.3765,-0.3622,0.0000,0.0000,0.5146,0.0000,0.0000,0.0000
7791,23.9,69.0,875,-0.0181,0.0096,0.1789,0.6258,-0.3359,-0.1056,0.0000,0.5765,0.0000,0.0000,0.0000
7792,20.7,59.0,723,-0.0553,0.0093,0.1767,0.5624,-0.2358,0.0000,0.0000,0.5383,0.0000,0.0000,0.0000
7793,21.1,50.0,741,-0.0358,0.0029,0.1785,0.6258,-0.2268,-0.1606,0.0000,0.6242,0.0000,0.0000,0.0000
7794,29.7,84.0,1165,-0.0309,0.0074,0.0977,0.4892,-0.3932,0.0000,0.0000,0.4711,0.0000,0.0000,0.0000
7795,22.7,53.0,797,-0.0424,0.0025,0.1244,0.2936,-0.4924,0.1359,0.0000,0.4831,0.0000,0.0000,0.0000
7796,34.3,80.0,1256,-0.0284,0.0163,0.0959,0.3366,-0.3837,-0.2475,0.0000,0.5968,0.0000,0.0000,0.0000
7797,19.2,48.0,740,-0.0376,0.0048,0.2649,0.4453,-0.3685,-0.0337,0.0000,0.5357,0.0000,0.0000,0.0000
7798,17.9,49.0,727,-0.0364,0.0052,0.1028,0.2481,-0.4597,0.0545,0.0000,0.5135,0.0000,0.0000,0.0000
7799,21.8,68.0,866,-0.0284,0.0111,0.0997,0.4732,-0.4152,0.1195,0.0000,0.4774,0.0000,0.0000,0.0000
7800,22.9,61.0,828,-0.0360,0.0085,0.0965,0.4561,-0.3687,-0.1127,0.0000,0.5607,0.0000,0.0000,0.0000
7801,20.4,48.0,719,-0.0529,0.0206,0.1236,0.6398,-0.3703,0.0000,0.0000,0.6085,0.0000,0.0000,0.0000
7802,39.1,88.0,1656,-0.0132,0.0044,0.0876,0.4859,-0.4026,-0.1295,0.0000,0.5642,0.0000,0.0000,0.0000
7803,26.7,81.0,1009,-0.0296,0.0057,0.1154,0.2121,-0.4857,-0.0554,0.0000,0.5786,0.0000,0.0000,0.0000
7804,18.1,58.0,755,-0.0333,0.0180,0.1533,0.4876,-0.4289,0.1178,0.0000,0.5423,0.0000,0.0000,0.0000
7805,16.1,47.0,641,-0.0395,0.0060,0.1159,0.5069,-0.3563,0.0063,0.0000,0.5762,0.0000,0.0000,0.0000
7806,27.6,75.0,1097,-0.0191,0.0117,0.1351,0.5993,-0.5237,0.0000,0.0000,0.5536,0.0000,0.0000,0.0000
7807,21.8,64.0,810,-0.0293,0.0038,0.1082,0.6200,-0.5520,-0.0016,0.0000,0.5086,0.0000,0.0000,0.0000
7808,17.7,39.0,714,-0.0320,0.0028,0.0936,0.3702,-0.4226,0.1421,0.0000,0.6064,0.0000,0.0000,0.0000
7809,21.2,58.0,771,-0.0391,0.0030,0.0984,0.4252,-0.4183,0.0286,0.0000,0.5439,0.0000,0.0000,0.0000
7810,21.9,69.0,851,-0.0303,0.0090,0.0820,0.3865,-0.4457,0.0319,0.0000,0.4908,0.0000,0.0000,0.0000
7811,25.2,63.0,1047,-0.0464,0.0013,0.1112,0.3763,-0.3998,0.1006,0.0000,0.5867,0.0000,0.0000,0.0000
7812,25.4,52.0,825,-0.0381,0.0126,0.1018,0.5657,-0.4855,0.2197,0.0000,0.5312,0.0000,0.0000,0.0000
7813,27.7,77.0,1069,-0.0409,0.0038,0.0779,0.5713,-0.2240,-0.0875,0.0000,0.5245,0.0000,0.0000,0.0000
7814,25.1,62.0,863,-0.0424,0.0108,0.1313,0.2471,-0.4072,-0.0705,0.0000,0.5587,0.0000,0.0000,0.0000
7815,23.4,65.0,899,-0.0250,0.0088,0.0670,0.4640,-0.3536,0.0090,0.0000,0.5664,0.0000,0.0000,0.0000
7816,22.2,64.0,793,-0.0440,0.0051,0.0748,0.4222,-0.3707,0.1786,0.0000,0.5149,0.0000,0.0000,0.0000
7817,20.9,73.0,756,-0.0860,0.0039,0.1050,0.4993,-0.3873,-0.1869,0.0000,0.5477,0.0000,0.0000,0.0000
7818,23.3,71.0,901,-0.0318,0.0104,0.0798,0.4214,-0.4224,0.1715,0.0000,0.5573,0.0000,0.0000,0.0000
7819,31.6,73.0,1332,-0.0362,0.0128,0.0674,0.4423,-0.4615,-0.0661,0.0000,0.5968,0.0000,0.0000,0.0000
7820,33.0,62.0,1462,-0.0312,0.0119,0.0800,0.4653,-0.3220,-0.2356,0.0000,0.5895,0.0000,0.0000,0.0000
7821,27.6,77.0,1045,-0.0247,0.0061,0.1054,0.5584,-0.3972,0.1145,0.0000,0.5566,0.0000,0.0000,0.0000
7822,19.3,48.0,773,-0.0672,0.0012,0.0546,0.4285,-0.4417,-0.1603,0.0000,0.6045,0.0000,0.0000,0.0000
7823,25.2,68.0,948,-0.0578,0.0191,0.0717,0.4166,-0.4044,-0.1338,0.0000,0.5805,0.0000,0.0000,0.0000
7824,26.0,68.0,967,-0.0408,0.0122,0.1053,0.2717,-0.3551,0.1795,0.0000,0.5348,0.0000,0.0000,0.0000
7825,27.7,71.0,1198,-0.0357,0.0107,0.0559,0.4309,-0.2044,0.2248,0.0000,0.5682,0.0000,0.0000,0.0000
7826,35.1,88.0,1386,-0.0339,0.0074,0.0772,0.5308,-0.3836,0.0000,0.0000,0.5194,0.0000,0.0000,0.0000
7827,20.8,53.0,777,-0.0351,0.0094,0.0786,0.4445,-0.3935,0.1430,0.0000,0.5361,0.0000,0.0000,0.0000
7828,35.6,75.0,1444,-0.0171,0.0018,0.0872,0.3805,-0.2426,0.0576,0.0000,0.4605,0.0000,0.0000,0.0000
7829,16.5,37.0,681,-0.0189,0.0073,0.0917,0.3698,-0.4258,-0.1873,0.0000,0.4817,0.0000,0.0000,0.0000
7830,38.1,91.0,1565,-0.0195,0.0018,0.0744,0.5828,-0.2955,-0.1027,0.0000,0.4901,0.0000,0.0000,0.0000
7831,23.8,58.0,907,-0.0225,0.0024,0.0759,0.4796,-0.3969,0.0688,0.0000,0.5041,0.0000,0.0000,0.0000
7832,19.2,45.0,800,-0.0377,0.0108,0.0550,0.5433,-0.1929,-0.1618,0.0000,0.5470,0.0000,0.0000,0.0000
7833,24.4,62.0,912,-0.0349,0.0015,0.0740,0.4672,-0.3860,0.0856,0.0000,0.5595,0.0000,0.0000,0.0000
7834,24.7,62.0,1055,-0.0329,0.0225,0.0859,0.3750,-0.3832,0.0899,0.0000,0.5641,0.0000,0.0000,0.0000
7835,26.3,104.0,1002,-0.0684,0.0170,0.1162,0.2957,-0.3724,-0.1311,0.0000,0.5201,0.0000,0.0000,0.0000
7836,23.2,64.0,840,-0.0516,0.0069,0.0840,0.4662,-0.4328,0.0100,0.0000,0.5244,0.0000,0.0000,0.0000
7837,20.6,52.0,797,-0.0491,0.0051,0.1108,0.3757,-0.2605,0.0077,0.0000,0.5589,0.0000,0.0000,0.0000
7838,24.5,57.0,942,-0.0357,0.0064,0.0824,0.5451,-0.3715,-0.1836,0.0000,0.5660,0.0000,0.0000,0.0000
7839,22.6,51.0,874,-0.0225,0.0053,0.0644,0.2574,-0.4938,-0.0200,0.0000,0.5947,0.0000,0.0000,0.0000
7840,27.6,78.0,1142,-0.0301,0.0047,0.0576,0.4378,-0.3953,0.1098,0.0000,0.5443,0.0000,0.0000,0.0000
7841,37.8,87.0,1550,-0.0286,0.0069,0.0916,0.2772,-0.2759,0.3133,0.0000,0.5647,0.0000,0.0000,0.0000
7842,23.1,65.0,975,-0.0355,0.0072,0.0678,0.4517,-0.4317,0.1239,0.0000,0.5955,0.0000,0.0000,0.0000
7843,20.2,53.0,809,-0.0255,0.0118,0.0679,0.4896,-0.4266,0.0067,0.0000,0.5787,0.0000,0.0000,0.0000
7844,24.7,70.0,932,-0.0328,0.0093,0.0984,0.3990,-0.3376,-0.2489,0.0000,0.5997,0.0000,0.0000,0.0000
7845,19.6,54.0,709,-0.0483,0.0023,0.0426,0.4852,-0.4982,-0.1310,0.0000,0.4902,0.0000,0.0000,0.0000
7846,26.3,73.0,939,-0.0289,0.0057,0.0762,0.4509,-0.3614,-0.1439,0.0000,0.5395,0.0000,0.0000,0.0000
7847,24.0,81.0,949,-0.0385,0.0117,0.0940,0.3658,-0.4773,0.0200,0.0000,0.5506,0.0000,0.0000,0.0000
7848,33.9,70.0,1383,-0.0428,0.0020,0.0348,0.5711,-0.2330,0.0686,0.0000,0.5073,0.0000,0.0000,0.0000
7849,21.1,51.0,749,-0.0395,0.0027,0.0932,0.4024,-0.3626,-0.1014,0.0000,0.5403,0.0000,0.0000,0.0000
7850,23.0,62.0,789,-0.0482,0.0066,0.0468,0.4607,-0.4136,-0.2156,0.0000,0.5441,0.0000,0.0000,0.0000
7851,20.0,46.0,738,-0.0380,0.0054,0.0883,0.3798,-0.3506,0.0903,0.0000,0.5907,0.0000,0.0000,0.0000
7852,19.6,51.0,744,-0.0309,0.0058,0.0736,0.3303,-0.3907,-0.0302,0.0000,0.6305,0.0000,0.0000,0.0000
7853,31.3,75.0,1369,-0.0217,0.0096,0.0958,0.4408,-0.3212,-0.3095,0.0000,0.5659,0.0000,0.0000,0.0000
7854,21.4,55.0,735,-0.0279,0.0100,0.1384,0.4432,-0.4030,-0.2227,0.0000,0.5778,0.0000,0.0000,0.0000
7855,20.5,48.0,751,-0.0553,0.0033,0.0685,0.4306,-0.4762,-0.0961,0.0000,0.4962,0.0000,0.0000,0.0000
7856,24.1,63.0,984,-0.0405,0.0067,0.1118,0.2993,-0.2880,-0.1747,0.0000,0.5606,0.0000,0.0000,0.0000
7857,20.9,64.0,816,-0.0194,0.0072,0.0815,0.3367,-0.3940,0.0751,0.0000,0.5256,0.0000,0.0000,0.0000
7858,29.4,75.0,1163,-0.0402,0.0102,0.0656,0.4287,-0.4442,0.1097,0.0000,0.5137,0.0000,0.0000,0.0000
7859,22.6,57.0,808,-0.0404,0.0031,0.0819,0.5018,-0.5388,0.0952,0.0000,0.4591,0.0000,0.0000,0.0000
7860,23.0,78.0,902,-0.0369,0.0012,0.0389,0.5043,-0.4739,-0.2284,0.0000,0.4576,0.0000,0.0000,0.0000
7861,17.9,54.0,740,-0.0318,0.0070,0.1016,0.3349,-0.5539,-0.0124,0.0000,0.5849,0.0000,0.0000,0.0000
7862,19.4,54.0,695,-0.0429,0.0024,0.1442,0.5690,-0.3183,-0.1436,0.0000,0.5791,0.0000,0.0000,0.0000
7863,19.8,52.0,749,-0.0365,0.0041,0.1212,0.5625,-0.3165,0.0548,0.0000,0.5820,0.0000,0.0000,0.0000
7864,20.0,62.0,703,-0.0607,0.0051,0.0994,0.4195,-0.4544,0.0936,0.0000,0.4888,0.0000,0.0000,0.0000
7865,21.5,51.0,751,-0.0532,0.0023,0.0999,0.5799,0.2621,0.0770,0.0000,0.5767,0.0000,0.0000,0.0000
7866,19.7,68.0,687,-0.0449,0.0079,0.1339,0.5593,-0.3719,0.1124,0.0000,0.5555,0.0000,0.0000,0.0000
7867,25.5,72.0,953,-0.0407,0.0010,0.1284,0.5674,-0.3351,-0.3129,0.0000,0.5314,0.0000,0.0000,0.0000
7868,22.0,50.0,790,-0.0429,0.0045,0.0961,0.3884,-0.4756,-0.0970,0.0000,0.5191,0.0000,0.0000,0.0000
7869,22.4,49.0,826,-0.0518,0.0064,0.1448,0.5417,-0.4387,-0.0924,0.0000,0.5600,0.0000,0.0000,0.0000
7870,30.3,70.0,1210,-0.0426,0.0010,0.0873,0.4919,-0.2970,0.1614,0.0000,0.5711,0.0000,0.0000,0.0000
7871,17.1,39.0,695,-0.0460,0.0019,0.1012,0.4419,-0.2653,-0.0964,0.0000,0.6481,0.0000,0.0000,0.0000
7872,24.7,77.0,933,-0.0473,0.0027,0.0847,0.4725,-0.3973,0.0324,0.0000,0.4544,0.0000,0.0000,0.0000
7873,29.1,94.0,1096,-0.0427,0.0016,0.1417,0.5398,-0.4444,-0.2117,0.0000,0.5390,0.0000,0.0000,0.0000
7874,18.9,60.0,741,-0.0589,0.0054,0.0930,0.5082,-0.1190,0.0640,0.0000,0.5945,0.0000,0.0000,0.0000
7875,20.0,67.0,757,-0.0360,0.0047,0.1085,0.4641,-0.4740,0.0644,0.0000,0.4722,0.0000,0.0000,0.0000
7876,23.3,72.0,850,-0.0482,0.0053,0.0858,0.3837,-0.5341,0.0000,0.0000,0.5896,0.0000,0.0000,0.0000
